"cg","con","Concept.1","Concept.2","LIN","LCH","INTRINSIC_LCH","INTRINSIC_LIN","PATH","INTRINSIC_PATH","WUPALMER","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"msh-umls","UMNSRS_similarity","C0026946","C0242453",0.227518,0.436295,0.345115,0.409981,0.125,0.049729,0.461538,"C0012674","C0012674","C0012674","C0012674=C0026946->C0004615->*C0012674*<-C0242453<-C0574785<-C0752303<-C0037088<-C0039058"
"msh-umls","UMNSRS_similarity","C0497327","C0995182",0,0,0.386119,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0013369","C0116569",0.014237,0.326379,0.23139,0.057366,0.083333,0.02953,0.266667,"C1256741","C1256741","C1256741","C1256741=C0013369->C0017160->C0017178->C0012242->C0012674->*C1256741*<-C0116569<-C0033442<-C0002530<-C0002508<-C0029224<-C0007995"
"msh-umls","UMNSRS_similarity","C0032064","C0006644",0.015641,0.304681,0.24105,0.059884,0.076923,0.030867,0.25,"C1256741","C1256741","C1256741","C1256741=C0032064->C0043407->C0014347->C0085423->C0004623->C0004615->C0012674->*C1256741*<-C0006644<-C0043318<-C0002062<-C0019398<-C0007995"
"msh-umls","UMNSRS_similarity","C0034494","C0947651",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0021400","C0032285",0.791418,0.702183,0.605905,0.852565,0.333333,0.164304,0.857143,"C0035243","C0035243","C0035243","C0035243=C0021400->*C0035243*<-C0032285"
"msh-umls","UMNSRS_similarity","C0034494","C0234990",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0070166","C0021641",0.271384,0.436295,0.313607,0.305753,0.125,0.043042,0.588235,"C0600511","C0600511","C0600511","C0600511=C0070166->C0032177->C0018938->C1258064->*C0600511*<-C0021641<-C0020616<-C1258063"
"msh-umls","UMNSRS_similarity","C0017536","C0233576",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0033860","C0004153",0.250499,0.375804,0.31716,0.377911,0.1,0.043749,0.4,"C0012674","C0012674","C0012674","C0012674=C0033860->C0162818->C0037274->C0175166->*C0012674*<-C0004153<-C0003850<-C0003838<-C0042373<-C0007222"
"msh-umls","UMNSRS_similarity","C0033497","C0085259",0.313558,0.472493,0.312508,0.336249,0.142857,0.042826,0.666667,"C0000000|C1258064","C1258064","C1258064","C0000000=C0033497->C0042402->C0042394->*C0000000*<-C0085259<-C0015684<-C0002052|C1258064=C0033497->C0003195->C0007220->*C1258064*<-C0085259<-C0279516<-C0003204"
"msh-umls","UMNSRS_similarity","C0040460","C0076107",0.01318,0.349966,0.230692,0.057188,0.090909,0.029436,0.285714,"C1256741","C1256741","C1256741","C1256741=C0040460->C0040435->C0038368->C0012674->*C1256741*<-C0076107<-C0032912<-C0034407<-C0019400<-C0019398<-C0007995"
"msh-umls","UMNSRS_similarity","C0011633","C0026848",0.840425,0.702183,0.618981,0.845557,0.333333,0.17445,0.857143,"C0026848","C0026848","C0026848","C0026848=C0011633->C0027121->*C0026848"
"msh-umls","UMNSRS_similarity","C0038187","C0008838",0,0.436295,0.238398,0,0.125,0,0.222222,"C0000000","C0000000","C0000000","C0000000=C0038187->C0015619->*C0000000*<-C0008838<-C0206135<-C0021521<-C0007995<-C1256741"
"msh-umls","UMNSRS_similarity","C0003128","C0002453",0.217312,0.404365,0.315407,0.375937,0.111111,0.043399,0.428571,"C0012674","C0012674","C0012674","C0012674=C0003128->C0029928->C0018050->C0014130->*C0012674*<-C0002453<-C0025345<-C0030660<-C0039058"
"msh-umls","UMNSRS_similarity","C0001824","C0002871",0.722436,0.563705,0.540013,0.771597,0.2,0.12148,0.714286,"C0018939","C0018939","C0018939","C0018939=C0001824->C0023530->C0023510->*C0018939*<-C0002871"
"msh-umls","UMNSRS_similarity","C0040485","C0037763",0.544328,0.514281,0.418669,0.614624,0.166667,0.069662,0.705882,"C0027854","C0027854","C0027854","C0027854=C0040485->C0013421->C0013384->*C0027854*<-C0037763<-C0752252"
"msh-umls","UMNSRS_similarity","C0557875","C0042523",0,0,0.382425,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0357929","C0005740",0,0,0.413143,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0018995","C0025023",0.014484,0.326379,0.233944,0.058021,0.083333,0.029878,0.266667,"C1256741","C1256741","C1256741","C1256741=C0018995->C0025534->C0025521->C0025517->C0028715->C0012674->*C1256741*<-C0025023<-C0005050<-C0019400<-C0019398<-C0007995"
"msh-umls","UMNSRS_similarity","C0003128","C0006982",0.013874,0.375804,0.226379,0.0561,0.1,0.02886,0.307692,"C1256741","C1256741","C1256741","C1256741=C0003128->C0029928->C0018050->C0014130->C0012674->*C1256741*<-C0006982<-C0020233<-C0029224<-C0007995"
"msh-umls","UMNSRS_similarity","C0231451","C0004899",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0001927","C0073992",0.922311,0.812098,0.886163,0.980508,0.5,0.59352,0.96,"C0001927","C0001927","C0001927","C0001927=C0001927*<-C0073992"
"msh-umls","UMNSRS_similarity","C0003864","C0002726",0.282522,0.436295,0.361286,0.429007,0.125,0.053554,0.461538,"C0012674","C0012674","C0012674","C0012674=C0003864->C0022408->C0026857->*C0012674*<-C0002726<-C2718000<-C0025517<-C0028715"
"msh-umls","UMNSRS_similarity","C0010520","C0014563",0.017097,0.375804,0.242728,0.060333,0.1,0.031105,0.307692,"C1256741","C1256741","C1256741","C1256741=C0010520->C0037088->C0039058->C0012674->*C1256741*<-C0014563<-C0007412<-C0002508<-C0029224<-C0007995"
"msh-umls","UMNSRS_similarity","C0015620","C0034665",0.823008,0.702183,0.64006,0.878719,0.333333,0.192143,0.909091,"C0019593|C0003216","C0019593","C0019593","C0003216=C0015620->*C0003216*<-C0034665|C0019593=C0015620->*C0019593*<-C0034665"
"msh-umls","UMNSRS_similarity","C0014544","C0022116",0.288604,0.436295,0.365723,0.434282,0.125,0.054654,0.461538,"C0012674","C0012674","C0012674","C0012674=C0014544->C0006111->C0007682->C0027765->*C0012674*<-C0022116<-C0030660<-C0039058"
"msh-umls","UMNSRS_similarity","C0007297","C0027497",0,0.563705,0.382058,0.551323,0.2,0.058902,0.714286,"C0037088","C0037088","C0037088","C0037088=C0007297->C0026603->*C0037088*<-C0027497<-C0037089"
"msh-umls","UMNSRS_similarity","C0232197","C0878544",0,0,0.394769,0,0,0,0,"","","",""
"msh-umls","UMNSRS_similarity","C0043528","C0032064",0.473759,0.472493,0.41503,0.617143,0.142857,0.06851,0.571429,"C0004615","C0004615","C0004615","C0004615=C0043528->*C0004615*<-C0032064<-C0043407<-C0014347<-C0085423<-C0004623"
"msh-umls","UMNSRS_similarity","C0025287","C0001367",0,0.375804,0.231117,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=C0025287->C0027854->C0422837->*C0000000*<-C0001367<-C0003451<-C0003204<-C1258064<-C0600511<-C0600512"
"msh-umls","UMNSRS_similarity","C0000786","C0023860",0.242572,0.436295,0.324649,0.386391,0.125,0.045277,0.461538,"C0012674","C0012674","C0012674","C0012674=C0000786->C0032962->C1720765->*C0012674*<-C0023860<-C0085426<-C0004623<-C0004615"
"msh-umls","UMNSRS_similarity","C0013404","C0085631",0.501829,0.514281,0.383306,0.552827,0.166667,0.05924,0.666667,"C0037088","C0037088","C0037088","C0037088=C0013404->C0037090->*C0037088*<-C0085631<-C0013384<-C0027854"
"msh-umls","UMNSRS_similarity","C0014038","C0018681",0.496361,0.472493,0.373399,0.501051,0.142857,0.056611,0.571429,"C0027765","C0027765","C0027765","C0027765=C0014038->C0006111->C0007682->*C0027765*<-C0018681<-C0030193<-C0027854"
"msh-umls","UMNSRS_similarity","C0014544","C0246719",0,0.304681,0.255568,0.063873,0.076923,0.03299,0.25,"C0000000|C1256741","C1256741","C1256741","C0000000=C0014544->C0006111->C0007682->C0027765->C0012674->C1256741->*C0000000*<-C0246719<-C0140610<-C1563726<-C1258063<-C0600511<-C0600512|C1256741=C0014544->C0006111->C0007682->C0027765->C0012674->*C1256741*<-C0246719<-C0140610<-C1563726<-C1258063<-C0600511<-C0600505<-C0007995"
"msh-umls","UMNSRS_relatedness","C0006949","C0031507",0.754907,0.702183,0.501606,0.728797,0.333333,0.101875,0.888889,"C0003286","C0003286","C0003286","C0003286=C0006949->*C0003286*<-C0031507"
"msh-umls","UMNSRS_relatedness","C0878544","C0000970",0.017589,0.349966,0.263176,0.066064,0.090909,0.034161,0.285714,"C0000000|C1256741","C1256741","C1256741","C0000000=C0878544->C0018799->C0007222->C0012674->C1256741->*C0000000*<-C0000970<-C0003419<-C1258063<-C0600511<-C0600512|C1256741=C0878544->C0018799->C0007222->C0012674->*C1256741*<-C0000970<-C0003419<-C1258063<-C0600511<-C0600505<-C0007995"
"msh-umls","UMNSRS_relatedness","C0009186","C0019655",0.693104,0.702183,0.54166,0.800682,0.333333,0.1224,0.833333,"C0026946","C0026946","C0026946","C0026946=C0009186->*C0026946*<-C0019655"
"msh-umls","UMNSRS_relatedness","C0023413","C0025677",0.853616,0.472493,0.546139,0.766784,0.142857,0.124938,0.7,"C0033992","C0033992","C0033992","C0033992=C0023413->C0016598->C0039669->C0016410->*C0033992*<-C0025677<-C0002583"
"msh-umls","UMNSRS_relatedness","C0002962","C0070166",0,0.404365,0.215067,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=C0002962->C0008031->C0030193->C0027854->C0422837->*C0000000*<-C0070166<-C0032177<-C0032188"
"msh-umls","UMNSRS_relatedness","C0242339","C0004153",0.261064,0.375804,0.334256,0.397392,0.1,0.047315,0.4,"C0012674","C0012674","C0012674","C0012674=C0242339->C0154251->C0025517->C0028715->*C0012674*<-C0004153<-C0003850<-C0003838<-C0042373<-C0007222"
"msh-umls","UMNSRS_relatedness","C0035435","C0920289",0,0,0.38501,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0061851","C0022046",0.538357,0.563705,0.374775,0.535334,0.2,0.056969,0.8,"C0017173|C0007680|C0004382","C0017173","C0017173","C0007680=C0061851->C0003297->*C0007680*<-C0022046<-C0013973|C0017173=C0061851->C0003297->*C0017173*<-C0022046<-C0013973|C0004382=C0061851->C0003297->*C0004382*<-C0022046<-C0013973"
"msh-umls","UMNSRS_relatedness","C0028738","C0021167",0,0,0.385261,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0013911","C0079083",0.015068,0.304681,0.241345,0.059963,0.076923,0.030908,0.25,"C1256741","C1256741","C1256741","C1256741=C0013911->C0043096->C0005911->C0005910->C0037088->C0039058->C0012674->*C1256741*<-C0079083<-C0029255<-C0029252<-C0029224<-C0007995"
"msh-umls","UMNSRS_relatedness","C0001367","C0209227",0.554399,0.702183,0.43936,0.632002,0.333333,0.076591,0.888889,"C0003451","C0003451","C0003451","C0003451=C0001367->*C0003451*<-C0209227"
"msh-umls","UMNSRS_relatedness","C0021641","C0289313",0.770151,0.702183,0.522334,0.753093,0.333333,0.112026,0.875,"C0020616","C0020616","C0020616","C0020616=C0021641->*C0020616*<-C0289313"
"msh-umls","UMNSRS_relatedness","C0009090","C0233576",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0027497","C0027498",0,0,0.361861,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0162275","C0159075",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0009951","C0001962",0,0.375804,0.266937,0.067174,0.1,0.034754,0.307692,"C0000000|C1256741","C1256741","C1256741","C0000000=C0009951->C0036572->C0027854->C0422837->*C0000000*<-C0001962<-C0001975<-C0029224<-C0007995<-C1256741|C1256741=C0009951->C0036572->C0027854->C0027765->C0012674->*C1256741*<-C0001962<-C0001975<-C0029224<-C0007995"
"msh-umls","UMNSRS_relatedness","C0242723","C0024530",0.666604,0.624196,0.482116,0.722687,0.25,0.09317,0.727273,"C0030499","C0030499","C0030499","C0030499=C0242723->*C0030499*<-C0024530<-C0033740"
"msh-umls","UMNSRS_relatedness","C0033687","C0011847",0,0,0.362477,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0017160","C0086073",0,0.404365,0.229887,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=C0017160->C0017178->C0012242->C0012674->C1256741->*C0000000*<-C0086073<-C0012694<-C0010347"
"msh-umls","UMNSRS_relatedness","C0020639","C0020175",0.014751,0.375804,0.226152,0.056043,0.1,0.02883,0.307692,"C1256741","C1256741","C1256741","C1256741=C0020639->C0005830->C0018939->C0018981->C0012674->*C1256741*<-C0020175<-C1720791<-C2350828<-C2930671"
"msh-umls","UMNSRS_relatedness","C0021641","C0017687",0.788362,0.563705,0.474053,0.669645,0.2,0.08979,0.75,"C0033665","C0033665","C0033665","C0033665=C0021641->C0033362->*C0033665*<-C0017687<-C0072092"
"msh-umls","UMNSRS_relatedness","C2004489","C0081876",0,0,0.360329,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0086543","C0014544",0.276785,0.436295,0.403476,0.479908,0.125,0.064977,0.461538,"C0012674","C0012674","C0012674","C0012674=C0086543->C0023308->C0015397->*C0012674*<-C0014544<-C0006111<-C0007682<-C0027765"
"msh-umls","UMNSRS_relatedness","C0086543","C0043144",0,0.404365,0.345755,0.410728,0.111111,0.049875,0.428571,"C0012674","C0012674","C0012674","C0012674=C0086543->C0023308->C0015397->*C0012674*<-C0043144<-C0035234<-C0037090<-C0037088<-C0039058"
"msh-umls","UMNSRS_relatedness","C0025605","C0040610",0.719718,0.702183,0.526756,0.761982,0.333333,0.114319,0.909091,"C0002772|C0027415","C0027415","C0027415","C0027415=C0025605->*C0027415*<-C0040610|C0002772=C0025605->*C0002772*<-C0040610"
"msh-umls","UMNSRS_relatedness","C0011847","C0033860",0,0,0.36365,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0948786","C0030232",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0232471","C0016860",0,0,0.366015,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0031763","C0003564",0,0.514281,0.232022,0,0.166667,0,0.285714,"C0000000","C0000000","C0000000","C0000000=C0031763->*C0000000*<-C0003564<-C0042940<-C0027854<-C0422837"
"msh-umls","UMNSRS_relatedness","C0032617","C0159075",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0033860","C0025287",0.208828,0.436295,0.314108,0.37448,0.125,0.043141,0.461538,"C0012674","C0012674","C0012674","C0012674=C0033860->C0162818->C0037274->C0175166->*C0012674*<-C0025287<-C0027854<-C0027765"
"msh-umls","UMNSRS_relatedness","C0042755","C0013132",0,0,0.370866,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0033860","C0003864",0.288317,0.436295,0.342999,0.407516,0.125,0.049249,0.461538,"C0012674","C0012674","C0012674","C0012674=C0033860->C0162818->C0037274->C0175166->*C0012674*<-C0003864<-C0022408<-C0026857"
"msh-umls","UMNSRS_relatedness","C0041296","C0149651",0,0,0.382948,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0030305","C0011847",0,0,0.366293,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0043031","C0042878",0.590119,0.472493,0.389261,0.536062,0.142857,0.060879,0.7,"C0018938|C1258062","C0018938","C0018938","C1258062=C0043031->C0000506->C0014432->*C1258062*<-C0042878<-C0003304<-C1563784|C0018938=C0043031->C0003280->*C0018938*<-C0042878<-C0003304<-C0019120<-C0009117"
"msh-umls","UMNSRS_relatedness","C0497327","C0033860",0.277622,0.404365,0.33714,0.400721,0.111111,0.047944,0.428571,"C0012674","C0012674","C0012674","C0012674=C0497327->C0006111->C0007682->C0027765->*C0012674*<-C0033860<-C0162818<-C0037274<-C0175166"
"msh-umls","UMNSRS_relatedness","C0031154","C0239779",0,0,0.365106,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0002871","C0060277",0.014276,0.375804,0.252962,0.063138,0.1,0.032598,0.307692,"C1256741","C1256741","C1256741","C1256741=C0002871->C0018939->C0018981->C0012674->*C1256741*<-C0060277<-C0015889<-C0684279<-C0021521<-C0007995"
"msh-umls","UMNSRS_relatedness","C0014038","C0025287",0.4051,0.514281,0.367572,0.49398,0.166667,0.055119,0.615385,"C0027765","C0027765","C0027765","C0027765=C0014038->C0006111->C0007682->*C0027765*<-C0025287<-C0027854"
"msh-umls","UMNSRS_relatedness","C0015300","C0020550",0.257968,0.472493,0.323189,0.384732,0.142857,0.044975,0.5,"C0012674","C0012674","C0012674","C0012674=C0015300->C0029182->C0015397->*C0012674*<-C0020550<-C0040128<-C0014130"
"msh-umls","UMNSRS_relatedness","C0028754","C0011847",0,0,0.36266,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0040038","C0019079",0.241429,0.436295,0.326631,0.38865,0.125,0.04569,0.461538,"C0012674","C0012674","C0012674","C0012674=C0040038->C0085307->C0042373->C0007222->*C0012674*<-C0019079<-C0024115<-C0035242"
"msh-umls","UMNSRS_relatedness","C0032285","C0007561",0.016635,0.326379,0.237799,0.059025,0.083333,0.03041,0.266667,"C0000000|C1256741","C1256741","C1256741","C0000000=C0032285->C0024115->C0035242->C0012674->C1256741->*C0000000*<-C0007561<-C0279516<-C0003204<-C1258064<-C0600511<-C0600512|C1256741=C0032285->C0024115->C0035242->C0012674->*C1256741*<-C0007561<-C0279516<-C0003204<-C1258064<-C0600511<-C0600505<-C0007995"
"msh-umls","UMNSRS_relatedness","C0114873","C0076107",0.819489,0.702183,0.72914,0.926369,0.333333,0.289014,0.923077,"C0304512|C0032912","C0032912","C0032912","C0304512=C0114873->*C0304512*<-C0076107|C0032912=C0114873->*C0032912*<-C0076107"
"msh-umls","UMNSRS_relatedness","C0086543","C0025598",0.015926,0.349966,0.253723,0.063352,0.090909,0.032712,0.285714,"C0000000|C1256741","C1256741","C1256741","C0000000=C0086543->C0023308->C0015397->C0012674->C1256741->*C0000000*<-C0025598<-C0020616<-C1258063<-C0600511<-C0600512|C1256741=C0086543->C0023308->C0015397->C0012674->*C1256741*<-C0025598<-C0020616<-C1258063<-C0600511<-C0600505<-C0007995"
"msh-umls","UMNSRS_relatedness","C0036572","C0006949",0.01685,0.375804,0.245958,0.061205,0.1,0.031569,0.307692,"C1256741","C1256741","C1256741","C1256741=C0036572->C0027854->C0027765->C0012674->*C1256741*<-C0006949<-C0012029<-C0019401<-C0019398<-C0007995"
"msh-umls","UMNSRS_relatedness","C0858529","C0017887",0,0,0.372799,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0086543","C0021641",0.018762,0.349966,0.275281,0.069701,0.090909,0.036109,0.285714,"C0000000|C1256741","C1256741","C1256741","C0000000=C0086543->C0023308->C0015397->C0012674->C1256741->*C0000000*<-C0021641<-C0020616<-C1258063<-C0600511<-C0600512|C1256741=C0086543->C0023308->C0015397->C0012674->*C1256741*<-C0021641<-C0020616<-C1258063<-C0600511<-C0600505<-C0007995"
"msh-umls","UMNSRS_relatedness","C0002871","C0206160",0.206536,0.472493,0.344222,0.40894,0.142857,0.049525,0.5,"C0012674","C0012674","C0012674","C0012674=C0002871->C0018939->C0018981->*C0012674*<-C0206160<-C0037088<-C0039058"
"msh-umls","UMNSRS_relatedness","C0009951","C0006949",0,0.349966,0.232598,0.057675,0.090909,0.029694,0.285714,"C1256741","C1256741","C1256741","C1256741=C0009951->C0036572->C0027854->C0027765->C0012674->*C1256741*<-C0006949<-C0012029<-C0019401<-C0019398<-C0007995"
"msh-umls","UMNSRS_relatedness","C0885057","C0016157",0,0,0.414722,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0242339","C0016157",0.018042,0.375804,0.270047,0.068105,0.1,0.035253,0.307692,"C1256741","C1256741","C1256741","C1256741=C0242339->C0154251->C0025517->C0028715->C0012674->*C1256741*<-C0016157<-C0028908<-C0023779<-C0007995"
"msh-umls","UMNSRS_relatedness","C0684275","C0019079",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0017887","C0026549",0.360314,0.436295,0.339337,0.370945,0.125,0.048429,0.631579,"C1258063|C1258064|C0007995","C1258064","C1258063","C1258064=C0017887->C0042402->C0007220->*C1258064*<-C0026549<-C0027415<-C0002771<-C0007680|C1258063=C0017887->C0017861->C0010406->C0033613->*C1258063*<-C0026549<-C0027415<-C0007681|C0007995=C0017887->C0028138->C0029224->*C0007995*<-C0026549<-C0026548<-C0019403<-C0019398"
"msh-umls","UMNSRS_relatedness","C0232197","C0002962",0,0,0.359559,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0007557","C0007561",0.498769,0.702183,0.370828,0.520391,0.333333,0.055948,0.888889,"C0279516","C0279516","C0279516","C0279516=C0007557->*C0279516*<-C0007561"
"msh-umls","UMNSRS_relatedness","C0011847","C0021641",0,0,0.404024,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0030232","C0004057",0,0.375804,0.225232,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=C0030232->C0037285->C0037088->C0039058->C0012674->C1256741->*C0000000*<-C0004057<-C0032177<-C0032188"
"msh-umls","UMNSRS_relatedness","C0013456","C0233212",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0019340","C0008370",0,0,0.383838,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0878544","C0026196",0,0.404365,0.232573,0,0.111111,0,0.2,"C0000000","C0000000","C0000000","C0000000=C0878544->C0018799->C0007222->C0012674->C1256741->*C0000000*<-C0026196<-C0042402<-C0042394"
"msh-umls","UMNSRS_relatedness","C0004093","C1883552",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0002600","C0016365",0.720776,0.563705,0.466573,0.687007,0.2,0.086764,0.818182,"C0040724|C0003289","C0003289","C0003289","C0003289=C0002600->C0003290->*C0003289*<-C0016365<-C0242905|C0040724=C0002600->C0242978->*C0040724*<-C0016365<-C0162758"
"msh-umls","UMNSRS_relatedness","C0242339","C0008402",0.016179,0.326379,0.240074,0.059625,0.083333,0.030729,0.266667,"C1256741","C1256741","C1256741","C1256741=C0242339->C0154251->C0025517->C0028715->C0012674->*C1256741*<-C0008402<-C0032604<-C0032167<-C0032521<-C1449655<-C0007995"
"msh-umls","UMNSRS_relatedness","C0034494","C0702166",0,0,0.357654,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0032064","C0001416",0,0.375804,0.224967,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=C0032064->C0043407->C0014347->C0085423->C0004623->C0004615->C0012674->C1256741->*C0000000*<-C0001416"
"msh-umls","UMNSRS_relatedness","C0159075","C0232955",0,0,1,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0001975","C0012772",0.433985,0.514281,0.354403,0.282251,0.166667,0.051891,0.615385,"C0029224","C0029224","C0029224","C0029224=C0001975->*C0029224*<-C0012772<-C0012194<-C0039882<-C0038776"
"msh-umls","UMNSRS_relatedness","C0009214","C0027358",0.814953,0.563705,0.605905,0.838105,0.2,0.164303,0.857143,"C0002772|C0007680|C0026548","C0026548","C0026548","C0007680=C0009214->C0003449->*C0007680*<-C0027358<-C0027410|C0026548=C0009214->C0026553->C0026549->*C0026548*<-C0027358|C0002772=C0009214->*C0002772*<-C0027358<-C0026548<-C0221793"
"msh-umls","UMNSRS_relatedness","C0858529","C0023870",0,0,0.36356,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0043031","C0004057",0.625205,0.563705,0.395588,0.543738,0.2,0.06267,0.777778,"C0018938|C0014432","C0018938","C0018938","C0014432=C0043031->C0000506->*C0014432*<-C0004057<-C0085387|C0018938=C0043031->C0003280->*C0018938*<-C0004057<-C0016018"
"msh-umls","UMNSRS_relatedness","C0042313","C0017642",0.219378,0.436295,0.300072,0.292188,0.125,0.040454,0.588235,"C0600511","C0600511","C0600511","C0600511=C0042313->C0279516->C0003204->C1258064->*C0600511*<-C0017642<-C0020616<-C1258063"
"msh-umls","UMNSRS_relatedness","C0854467","C0008168",0,0,0.384407,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C1623038","C0019270",0,0.514281,0.392023,0.536411,0.166667,0.061655,0.615385,"C0039058","C0039058","C0039058","C0039058=C1623038->C0016059->C0030660->*C0039058*<-C0019270<-C0752135"
"msh-umls","UMNSRS_relatedness","C0001824","C0023530",0.978193,0.812098,0.915524,0.986048,0.5,0.679,0.933333,"C0023530","C0023530","C0023530","C0023530=C0001824->*C0023530"
"msh-umls","UMNSRS_relatedness","C0016293","C0012010",0.848606,0.702183,0.490969,0.728963,0.333333,0.097027,0.9,"C0005065|C0242976","C0005065","C0242976","C0242976=C0016293->*C0242976*<-C0012010|C0005065=C0016293->*C0005065*<-C0012010"
"msh-umls","UMNSRS_relatedness","C0020517","C0019134",0.02066,0.404365,0.27056,0.06826,0.111111,0.035336,0.333333,"C1256741","C1256741","C1256741","C1256741=C0020517->C0021053->C0012674->*C1256741*<-C0019134<-C0017973<-C0032594<-C0007004<-C0007995"
"msh-umls","UMNSRS_relatedness","C0009187","C0025289",0.267566,0.472493,0.343218,0.407771,0.142857,0.049298,0.5,"C0012674","C0012674","C0012674","C0012674=C0009187->C0033740->C0030499->*C0012674*<-C0025289<-C0007684<-C0004615"
"msh-umls","UMNSRS_relatedness","C0002940","C0029456",0.284619,0.436295,0.351642,0.417622,0.125,0.051238,0.461538,"C0012674","C0012674","C0012674","C0012674=C0002940->C0042373->C0007222->*C0012674*<-C0029456<-C0005944<-C0005940<-C0026857"
"msh-umls","UMNSRS_relatedness","C0029456","C0087086",0,0,0.375795,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0036396","C0246719",0,0.375804,0.212714,0,0.1,0,0.181818,"C0000000","C0000000","C0000000","C0000000=C0036396->C0027796->C0751372->*C0000000*<-C0246719<-C0140610<-C1563726<-C1258063<-C0600511<-C0600512"
"msh-umls","UMNSRS_relatedness","C0004153","C0022116",0.25698,0.404365,0.319294,0.380318,0.111111,0.044179,0.428571,"C0012674","C0012674","C0012674","C0012674=C0004153->C0003850->C0003838->C0042373->C0007222->*C0012674*<-C0022116<-C0030660<-C0039058"
"msh-umls","UMNSRS_relatedness","C0232197","C0087086",0,0,1,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0040034","C0036396",0.239184,0.375804,0.332238,0.39507,0.1,0.046879,0.4,"C0000000|C0012674","C0012674","C0012674","C0000000=C0040034->C0005818->C0018939->C0018981->C0012674->C1256741->*C0000000*<-C0036396<-C0027796<-C0751372|C0012674=C0040034->C0005818->C0018939->C0018981->*C0012674*<-C0036396<-C0027796<-C0030193<-C0037088<-C0039058"
"msh-umls","UMNSRS_relatedness","C0014038","C0025289",0.810865,0.702183,0.637349,0.865695,0.333333,0.189771,0.857143,"C0007684","C0007684","C0007684","C0007684=C0014038->*C0007684*<-C0025289"
"msh-umls","UMNSRS_relatedness","C0152447","C0040822",0,0,0.376676,0,0,0,0,"","","",""
"msh-umls","UMNSRS_relatedness","C0001924","C0019134",0.169198,0.436295,0.300189,0.125686,0.125,0.040475,0.461538,"C0007995","C0007995","C0007995","C0007995=C0001924->C0033684->C0002526->*C0007995*<-C0019134<-C0017973<-C0032594<-C0007004"
