sct	MiniMayoSRS	Concept 1	Concept 2	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	RADA	INTRINSIC_RADA	JACCARD	SOKAL	lcs(s)	corpus lcs	intrinsic lcs	paths
sct-msh-csp-aod	UMNSRS_similarity	C0017601	C0232197	0.612590	0.130897	0.393282	0.166667	0.042774	0.941176	0.404538	0.244773	0.139454	C0030660		C0030660	C0030660=C0017601->C0015397->C0012634->*C0030660*<-C0232197<-C0003811
sct-msh-csp-aod	UMNSRS_similarity	C0036494	C0007297	0.762461	0.971667	0.997121	0.333333	0.902352	0.970588	0.997121	0.994258	0.988581	C0026603		C0026603	C0026603=C0036494->*C0026603*<-C0007297
sct-msh-csp-aod	UMNSRS_similarity	C0003862	C0149651	0.524922	0.011262	0.054561	0.111111	0.027717	0.911765	0.066626	0.028046	0.014222	C2720507		C2720507	C2720507=C0003862->C0030193->C0037088->*C2720507*<-C0149651<-C1265981<-C0332447<-C1260954<-C1268086
sct-msh-csp-aod	UMNSRS_similarity	C0684275	C0017642	0.550388	-0.003739	0.000000	0.125000	0.000000	0.921569	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0684275->C0272315->C0029496->*C0000000*<-C0017642<-C0020616<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_similarity	C0013428	C0070166	0.579260	-0.005635	0.000000	0.142857	0.000000	0.931373	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0013428->C0574785->C0159064->*C0000000*<-C0070166<-C0032177<-C0032178
sct-msh-csp-aod	UMNSRS_similarity	C0231236	C0042755	0.612590	0.114310	0.359591	0.166667	0.040277	0.941176	0.365971	0.219208	0.123096	C0427350		C0427350	C0427350=C0231236->C1290920->C0424449->*C0427350*<-C0042755<-C1626920
sct-msh-csp-aod	UMNSRS_similarity	C0002940	C0947651	0.000000	0.189127	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_similarity	C0009262	C0032950	0.652011	0.312799	0.679778	0.200000	0.082731	0.950980	0.704986	0.514896	0.346707	C0013227|C1320237|C0003209|C0003191|C0003392		C0003209	C0003392=C0009262->C0003379->*C0003392*<-C0032950<-C0282559|C0013227=C0009262->C0018100->*C0013227*<-C0032950<-C0003209|C1320237=C0009262->*C1320237*<-C0032950<-C0017710<-C0582125|C0003209=C0009262->C0018100->C0003211->*C0003209*<-C0032950|C0003191=C0009262->C0018100->*C0003191*<-C0032950<-C0003209
sct-msh-csp-aod	UMNSRS_similarity	C0019270	C0006982	0.579260	0.035275	0.066567	0.142857	0.030239	0.931373	0.146688	0.034429	0.017516	C1140093|C2720507		C1140093	C1140093=C0019270->C0012634->*C1140093*<-C0006982<-C0020233<-C0684298<-C0220806|C2720507=C0019270->C0012634->C0037088->*C2720507*<-C0006982<-C0014432<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C1257763	C0036572	0.612590	0.168688	0.437368	0.166667	0.049057	0.941176	0.484210	0.279892	0.162718	C0012634|C0037088		C0012634	C0037088=C1257763->C0020505->C0037089->*C0037088*<-C0036572<-C0027854|C0012634=C1257763->C0028709->*C0012634*<-C0036572<-C0027854<-C0027765
sct-msh-csp-aod	UMNSRS_similarity	C0086543	C0030305	0.579260	0.144927	0.415258	0.142857	0.045006	0.931373	0.435398	0.262035	0.150771	C0012634|C0012674|C0159135		C0012634	C0012674=C0086543->C0023308->C0015397->*C0012674*<-C0030305<-C0030286<-C0012242|C0159135=C0086543->C0154777->C1285162->*C0159135*<-C0030305<-C0030286<-C0426683|C0012634=C0086543->C0154777->C1285162->*C0012634*<-C0030305<-C0030286<-C0012242
sct-msh-csp-aod	UMNSRS_similarity	C0001962	C0001975	0.850129	0.534571	0.798910	0.500000	0.184908	0.980392	0.882709	0.665154	0.498300	C0001975		C0001975	C0001975=C0001962->*C0001975
sct-msh-csp-aod	UMNSRS_similarity	C0020550	C0036572	0.579260	0.197050	0.490029	0.142857	0.054371	0.931373	0.537225	0.324528	0.193694	C0679384|C1290906|C0012634|C0012674|C1285159		C1285159	C1290906=C0020550->C0040128->C0558385->C1290853->*C1290906*<-C0036572<-C0730595|C0012674=C0020550->C0040128->C0014130->*C0012674*<-C0036572<-C0027854<-C0027765|C0679384=C0020550->C0040128->C0014130->*C0679384*<-C0036572<-C0027854<-C0027765|C0012634=C0020550->C0040128->C0014130->*C0012634*<-C0036572<-C0027854<-C0027765|C1285159=C0020550->C0040128->C0014130->*C1285159*<-C0036572<-C0027854<-C0027765
sct-msh-csp-aod	UMNSRS_similarity	C0116569	C0002598	0.700259	0.277832	0.654867	0.250000	0.072878	0.960784	0.661502	0.486842	0.321739	C0003195		C0003195	C0003195=C0116569->C0360701->*C0003195*<-C0002598
sct-msh-csp-aod	UMNSRS_similarity	C0021359	C0079083	0.524922	0.052605	0.161440	0.111111	0.032201	0.911765	0.200289	0.087808	0.045920	C1140093|C2720507|C1256741		C1256741	C1140093=C0021359->C0017411->C0178829->C0012634->*C1140093*<-C0079083<-C0029255<-C0029252<-C0220806|C2720507=C0021359->C0015895->C1301539->C1274016->C1285578->*C2720507*<-C0079083<-C0003392<-C0013227|C1256741=C0021359->C0017412->C1720894->C0012674->*C1256741*<-C0079083<-C0206135<-C0021521<-C0007995
sct-msh-csp-aod	UMNSRS_similarity	C0003862	C0027796	0.762461	0.470136	0.839580	0.333333	0.146377	0.970588	0.844829	0.723514	0.566802	C0030193		C0030193	C0030193=C0003862->*C0030193*<-C0027796
sct-msh-csp-aod	UMNSRS_similarity	C0003129	C0033487	0.550388	0.011651	0.054636	0.125000	0.027757	0.921569	0.067981	0.028085	0.014243	C2720507		C2720507	C2720507=C0003129->C0003130->C0037090->C0037088->*C2720507*<-C0033487<-C0002932<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0012833	C0004147	0.550388	-0.001523	0.000000	0.125000	0.000000	0.921569	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0012833->C0234428->C0221540->*C0000000*<-C0004147<-C0014983<-C0001962<-C0678408
sct-msh-csp-aod	UMNSRS_similarity	C0030305	C0021641	0.524922	0.060373	0.165421	0.111111	0.033121	0.911765	0.223244	0.090169	0.047213	C1140093|C0000000|C2720507|C1256741		C1256741	C1140093=C0030305->C0030286->C0012242->C0012634->*C1140093*<-C0021641<-C0935929<-C0013227<-C0220806|C0000000=C0030305->C0030286->C1302710->C0277538->*C0000000*<-C0021641<-C0935929<-C0013227<-C2720507|C2720507=C0030305->C0030286->C0012242->C0012634->C0037088->*C2720507*<-C0021641<-C0935929<-C0013227|C1256741=C0030305->C0030286->C0012242->C0012674->*C1256741*<-C0021641<-C0935929<-C0013227<-C0007995
sct-msh-csp-aod	UMNSRS_similarity	C0017160	C0021641	0.550388	0.032555	0.000000	0.125000	0.000000	0.921569	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0017160->C0021831->C0266806->*C0000000*<-C0021641<-C0935929<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_similarity	C0023530	C0007537	0.524922	-0.002455	0.000000	0.111111	0.000000	0.911765	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0023530->C0580531->C0159073->*C0000000*<-C0007537<-C0279516<-C0003204<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_similarity	C0019655	C0032950	0.550388	0.011928	0.000000	0.125000	0.000000	0.921569	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0019655->C0026946->C0029511->*C0000000*<-C0032950<-C0003209<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_similarity	C0442874	C0009806	0.612590	0.271606	0.561807	0.166667	0.071251	0.941176	0.653165	0.390634	0.242725	C0679384|C0037088|C0012634|C0012674|C1285159		C1285159	C0037088=C0442874->C0027765->C0012634->*C0037088*<-C0009806<-C0037089|C0012674=C0442874->C0027765->*C0012674*<-C0009806<-C0476288<-C0012242|C0679384=C0442874->C0027765->*C0679384*<-C0009806<-C0476288<-C0012242|C0012634=C0442874->C0027765->*C0012634*<-C0009806<-C0476288<-C0012242|C1285159=C0442874->C0027765->*C1285159*<-C0009806<-C0476288<-C0012242
sct-msh-csp-aod	UMNSRS_similarity	C0149651	C0013404	0.550388	0.019505	0.056169	0.125000	0.028559	0.921569	0.094898	0.028896	0.014660	C2720507		C2720507	C2720507=C0149651->C1265981->C0332447->C1260954->C1268086->*C2720507*<-C0013404<-C0037088
sct-msh-csp-aod	UMNSRS_similarity	C0018991	C0070166	0.550388	-0.004670	0.000000	0.125000	0.000000	0.921569	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0018991->C0037929->C0175677->C0029509->*C0000000*<-C0070166<-C0032177<-C0032178
sct-msh-csp-aod	UMNSRS_similarity	C0026946	C0286651	0.579260	0.014857	0.000000	0.142857	0.000000	0.931373	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0026946->C0029511->*C0000000*<-C0286651<-C0019227<-C0015684<-C0002052
sct-msh-csp-aod	UMNSRS_similarity	C0035435	C0009262	0.550388	0.074921	0.173100	0.125000	0.034915	0.921569	0.264529	0.094751	0.049731	C1140093|C0000000|C2720507|C1256741		C1256741	C1140093=C0035435->C0026857->C0012634->*C1140093*<-C0009262<-C0018100<-C0013227<-C0220806|C0000000=C0035435->C0263660->C0041785->*C0000000*<-C0009262<-C0018100<-C0013227<-C2720507|C2720507=C0035435->C0026857->C0012634->C0037088->*C2720507*<-C0009262<-C0018100<-C0013227|C1256741=C0035435->C0026857->C0012674->*C1256741*<-C0009262<-C0002062<-C0019398<-C0007995
sct-msh-csp-aod	UMNSRS_similarity	C0013404	C0220892	0.550388	0.038147	0.059979	0.125000	0.030556	0.921569	0.155807	0.030917	0.015701	C0000000|C2720507		C2720507	C0000000=C0013404->C0029601->*C0000000*<-C0220892<-C0026458<-C0003232<-C0457591<-C0729762|C2720507=C0013404->C0037088->*C2720507*<-C0220892<-C0026458<-C0279516<-C0003204<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C1623038	C0018926	0.652011	0.089873	0.302105	0.200000	0.036861	0.950980	0.304750	0.177929	0.097652	C0037088		C0037088	C0037088=C1623038->C0016059->*C0037088*<-C0018926<-C1689949
sct-msh-csp-aod	UMNSRS_similarity	C0877781	C0018681	0.850129	0.814583	0.973815	0.500000	0.510472	0.980392	0.974483	0.948967	0.902889	C0018681		C0018681	C0018681=C0877781->*C0018681
sct-msh-csp-aod	UMNSRS_similarity	C0023992	C0005632	0.652011	0.202071	0.533657	0.200000	0.055370	0.950980	0.546054	0.363937	0.222447	C0017173		C0017173	C0017173=C0023992->C0003292->*C0017173*<-C0005632<-C0007422
sct-msh-csp-aod	UMNSRS_similarity	C0920289	C0015672	0.000000	0.180524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_similarity	C0878544	C0039070	0.700259	0.293828	0.658964	0.250000	0.077231	0.960784	0.682079	0.491385	0.325719	C0007222		C0007222	C0007222=C0878544->C0018799->*C0007222*<-C0039070
sct-msh-csp-aod	UMNSRS_similarity	C0003129	C0036572	0.612590	0.145288	0.393275	0.166667	0.045065	0.941176	0.436171	0.244768	0.139451	C1290906|C0037088		C1290906	C1290906=C0003129->C0003130->C0425442->*C1290906*<-C0036572<-C0730595|C0037088=C0003129->C0003130->C0037090->*C0037088*<-C0036572<-C0027854
sct-msh-csp-aod	UMNSRS_similarity	C0036494	C0001962	0.579260	0.053706	0.063349	0.142857	0.032330	0.931373	0.203580	0.032711	0.016627	C2720507		C2720507	C2720507=C0036494->C0026603->C0037088->*C2720507*<-C0001962<-C0358214<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0242339	C0060277	0.550388	0.069363	0.210685	0.125000	0.034219	0.921569	0.249011	0.117746	0.062556	C0007995		C0007995	C0007995=C0242339->C0154251->C0023779->*C0007995*<-C0060277<-C0015889<-C0684279<-C0021521
sct-msh-csp-aod	UMNSRS_similarity	C0039730	C0040822	0.550388	0.139094	0.409892	0.125000	0.044064	0.921569	0.422757	0.257776	0.147958	C0679384|C0000000|C0037088|C0012634		C0012634	C0037088=C0039730->C0019045->C0018939->C0012634->*C0037088*<-C0040822<-C0013384<-C1290906|C0679384=C0039730->C0019045->C0018939->*C0679384*<-C0040822<-C0013384<-C0027854<-C0027765|C0000000=C0039730->C0477306->*C0000000*<-C0040822<-C0013384<-C1290906<-C0037088<-C0677042|C0012634=C0039730->C0019045->C0018939->*C0012634*<-C0040822<-C0013384<-C0027854<-C0027765
sct-msh-csp-aod	UMNSRS_similarity	C0009951	C0085208	0.612590	0.011144	0.054538	0.166667	0.027706	0.941176	0.066217	0.028034	0.014216	C2720507		C2720507	C2720507=C0009951->C0037088->*C2720507*<-C0085208<-C1629845<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0002962	C0028351	0.550388	0.013246	0.061633	0.125000	0.027918	0.921569	0.073508	0.031796	0.016155	C1140093|C0000000		C1140093	C1140093=C0002962->C1300028->C0012634->*C1140093*<-C0028351<-C0027908<-C0029224<-C0220806|C0000000=C0002962->C0151744->C0155670->*C0000000*<-C0028351<-C0014983<-C0001962<-C0678408
sct-msh-csp-aod	UMNSRS_similarity	C0027121	C0025815	0.524922	0.053594	0.161942	0.111111	0.032317	0.911765	0.203247	0.088105	0.046083	C1140093|C0000000|C2720507|C1256741		C1256741	C1140093=C0027121->C1285332->C1290853->C0012634->*C1140093*<-C0025815<-C0003209<-C0013227<-C0220806|C0000000=C0027121->C0026848->C0263660->C0041785->*C0000000*<-C0025815<-C0003209<-C0013227<-C2720507|C2720507=C0027121->C1285332->C1290853->C0012634->C0037088->*C2720507*<-C0025815<-C0003209<-C0013227|C1256741=C0027121->C1533847->C0026857->C0012674->*C1256741*<-C0025815<-C0003209<-C0013227<-C0007995
sct-msh-csp-aod	UMNSRS_similarity	C0003128	C0152149	0.762461	0.446210	0.828322	0.333333	0.134212	0.970588	0.828352	0.706953	0.546735	C1291681		C1291681	C1291681=C0003128->*C1291681*<-C0152149
sct-msh-csp-aod	UMNSRS_similarity	C0013456	C0002645	0.550388	0.013798	0.055051	0.125000	0.027974	0.921569	0.075416	0.028305	0.014355	C2720507		C2720507	C2720507=C0013456->C0030193->C0037088->*C2720507*<-C0002645<-C0279516<-C0003204<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0022116	C0995182	0.000000	0.225015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_similarity	C0006277	C0298130	0.524922	-0.001837	0.000000	0.111111	0.000000	0.911765	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0006277->C1290890->C0869452->*C0000000*<-C0298130<-C0000979<-C0000983<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_similarity	C0286651	C0024027	0.762461	0.654773	0.931391	0.333333	0.285939	0.970588	0.933553	0.871592	0.772408	C0003277|C0360714		C0360714	C0003277=C0286651->*C0003277*<-C0024027|C0360714=C0286651->*C0360714*<-C0024027
sct-msh-csp-aod	UMNSRS_similarity	C0032285	C1883552	0.524922	0.013693	0.000000	0.111111	0.000000	0.911765	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0032285->C1290890->C0869452->*C0000000*<-C1883552<-C0442795<-C0442719<-C1285164<-C2720507
sct-msh-csp-aod	UMNSRS_similarity	C0037763	C0016860	0.550388	0.023216	0.056909	0.125000	0.028946	0.921569	0.107356	0.029288	0.014861	C2720507		C2720507	C2720507=C0037763->C0427194->C1290906->C0037088->*C2720507*<-C0016860<-C0012798<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0040485	C0014806	0.579260	0.004030	0.000000	0.142857	0.000000	0.931373	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0040485->C0949445->*C0000000*<-C0014806<-C0017173<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_similarity	C0011603	C1998461	0.000000	0.242506	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_similarity	C0947651	C0022614	0.000000	0.180563	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_similarity	C0003850	C0022116	0.700259	0.415134	0.767953	0.250000	0.119907	0.960784	0.804702	0.623315	0.452765	C0042373		C0042373	C0042373=C0003850->C1096458->*C0042373*<-C0022116
sct-msh-csp-aod	UMNSRS_similarity	C0018995	C0032617	0.700259	0.246939	0.616598	0.250000	0.065154	0.960784	0.618218	0.445711	0.286762	C0025517		C0025517	C0025517=C0018995->C0012715->*C0025517*<-C0032617
sct-msh-csp-aod	UMNSRS_similarity	C0025587	C0040460	0.700259	0.424820	0.812314	0.250000	0.124194	0.960784	0.812361	0.683947	0.519695	C0030193		C0030193	C0030193=C0025587->*C0030193*<-C0040460<-C0015468
sct-msh-csp-aod	UMNSRS_similarity	C0011175	C0038187	0.612590	-0.005688	0.000000	0.166667	0.000000	0.941176	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0011175->C0267995->C0868890->*C0000000*<-C0038187<-C0015619
sct-msh-csp-aod	UMNSRS_similarity	C0009319	C0014544	0.612590	0.015008	0.000000	0.166667	0.000000	0.941176	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0009319->C0578878->C0029512->*C0000000*<-C0014544<-C0154721
sct-msh-csp-aod	UMNSRS_similarity	C0011847	C0085602	0.000000	0.180214	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_similarity	C0162275	C0038187	0.579260	-0.005857	0.000000	0.142857	0.000000	0.931373	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0162275->C0022638->C0235430->C0868890->*C0000000*<-C0038187<-C0015619
sct-msh-csp-aod	UMNSRS_similarity	C0036572	C0042291	0.579260	0.034089	0.059129	0.142857	0.030110	0.931373	0.142896	0.030465	0.015468	C2720507		C2720507	C2720507=C0036572->C0027854->C0037088->*C2720507*<-C0042291<-C0014432<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0018081	C0070166	0.612590	-0.002677	0.000000	0.166667	0.000000	0.941176	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0018081->C0153223->*C0000000*<-C0070166<-C0032177<-C0032178
sct-msh-csp-aod	UMNSRS_similarity	C0301532	C0039840	0.700259	0.279392	0.656330	0.250000	0.073292	0.960784	0.663562	0.488461	0.323154	C0042890		C0042890	C0042890=C0301532->*C0042890*<-C0039840<-C0042849
sct-msh-csp-aod	UMNSRS_similarity	C0020676	C1883552	0.550388	0.005946	0.000000	0.125000	0.000000	0.921569	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0020676->C0700502->*C0000000*<-C1883552<-C0442795<-C0442719<-C1285164<-C2720507
sct-msh-csp-aod	UMNSRS_similarity	C0039730	C0019045	0.850129	0.930554	0.992198	0.500000	0.777363	0.980392	0.992379	0.984517	0.969505	C0019045		C0019045	C0019045=C0039730->*C0019045
sct-msh-csp-aod	UMNSRS_similarity	C0206160	C0004057	0.612590	0.017248	0.055725	0.166667	0.028326	0.941176	0.087243	0.028661	0.014539	C0000000|C2720507		C2720507	C0000000=C0206160->C0159073->*C0000000*<-C0004057<-C0032177<-C0032188|C2720507=C0206160->C0037088->*C2720507*<-C0004057<-C0003419<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0026946	C0079083	0.579260	0.021871	0.000000	0.142857	0.000000	0.931373	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0026946->C0029511->*C0000000*<-C0079083<-C0003392<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_similarity	C0026946	C0025289	0.700259	0.224928	0.540867	0.250000	0.060155	0.960784	0.584283	0.370677	0.227504	C0004615		C0004615	C0004615=C0026946->*C0004615*<-C0025289<-C0007684
sct-msh-csp-aod	UMNSRS_similarity	C0030232	C0060277	0.550388	0.011078	0.054526	0.125000	0.027699	0.921569	0.065988	0.028027	0.014213	C2720507		C2720507	C2720507=C0030232->C0037285->C0037088->*C2720507*<-C0060277<-C0018928<-C0018938<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0332566	C0332573	0.700259	0.105185	0.339835	0.250000	0.038966	0.960784	0.343742	0.204700	0.114020	C0332447		C0332447	C0332447=C0332566->C0332563->*C0332447*<-C0332573
sct-msh-csp-aod	UMNSRS_similarity	C0018834	C0020740	0.579260	0.013725	0.055037	0.142857	0.027966	0.931373	0.075164	0.028297	0.014352	C2720507		C2720507	C2720507=C0018834->C0037089->C0037088->*C2720507*<-C0020740<-C0002771<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0995182	C0020264	0.000000	0.183396	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000				
sct-msh-csp-aod	UMNSRS_similarity	C0009214	C0011816	0.762461	0.355232	0.737688	0.333333	0.096494	0.970588	0.750858	0.584395	0.412823	C0003449		C0003449	C0003449=C0009214->*C0003449*<-C0011816
sct-msh-csp-aod	UMNSRS_similarity	C0001047	C0001443	0.652011	0.135855	0.334784	0.200000	0.043550	0.950980	0.415623	0.201046	0.111757	C0013227		C0013227	C0013227=C0001047->C0221788->*C0013227*<-C0001443<-C0002771
sct-msh-csp-aod	UMNSRS_similarity	C0086073	C0032950	0.652011	0.127959	0.337108	0.200000	0.042320	0.950980	0.397875	0.202724	0.112795	C1258064|C0013227		C1258064	C1258064=C0086073->C0282555->*C1258064*<-C0032950<-C0003209|C0013227=C0086073->C0282555->*C0013227*<-C0032950<-C0003209
sct-msh-csp-aod	UMNSRS_similarity	C0037763	C0151818	0.762461	0.596148	0.907454	0.333333	0.231174	0.970588	0.911508	0.830587	0.710259	C0427194|C0392702		C0392702	C0427194=C0037763->*C0427194*<-C0151818|C0392702=C0037763->*C0392702*<-C0151818
sct-msh-csp-aod	UMNSRS_similarity	C0011991	C0007537	0.550388	0.012673	0.054833	0.125000	0.027860	0.921569	0.071529	0.028189	0.014296	C2720507		C2720507	C2720507=C0011991->C0037089->C0037088->*C2720507*<-C0007537<-C0279516<-C0003204<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0007559	C0007561	0.762461	0.619971	0.919673	0.333333	0.252035	0.970588	0.921034	0.851292	0.741086	C0279516|C0304320		C0304320	C0279516=C0007559->*C0279516*<-C0007561|C0304320=C0007559->*C0304320*<-C0007561
sct-msh-csp-aod	UMNSRS_similarity	C0030193	C0026549	0.579260	0.058041	0.064320	0.142857	0.032842	0.931373	0.216420	0.033229	0.016895	C0000000|C2720507		C2720507	C0000000=C0030193->C0029625->*C0000000*<-C0026549<-C0242402<-C0678374<-C1140162|C2720507=C0030193->C0037088->*C2720507*<-C0026549<-C0376196<-C0007680<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0027358	C0015846	0.700259	0.328422	0.710508	0.250000	0.087554	0.960784	0.722701	0.550998	0.380260	C0002772|C0027409|C0027415		C0027409	C0027409=C0027358->C0026549->*C0027409*<-C0015846|C0027415=C0027358->C0026549->*C0027415*<-C0015846|C0002772=C0027358->C0026549->*C0002772*<-C0015846
sct-msh-csp-aod	UMNSRS_similarity	C0042384	C0018991	0.579260	0.168148	0.462468	0.142857	0.048961	0.931373	0.483145	0.300786	0.177015	C0679384|C0012634|C0012674|C1285159		C1285159	C0012674=C0042384->C0042373->C0007222->*C0012674*<-C0018991<-C0007682<-C0027765|C0679384=C0042384->C0042373->C0007222->*C0679384*<-C0018991<-C0007682<-C0027765|C0012634=C0042384->C0042373->C0007222->*C0012634*<-C0018991<-C0007682<-C0027765|C1285159=C0042384->C1290889->C1285333->*C1285159*<-C0018991<-C0007682<-C0027765
sct-msh-csp-aod	UMNSRS_similarity	C0009262	C0033209	0.762461	0.490352	0.854998	0.333333	0.157512	0.970588	0.857680	0.746721	0.595814	C0018100		C0018100	C0018100=C0009262->*C0018100*<-C0033209
sct-msh-csp-aod	UMNSRS_similarity	C0126174	C0216784	0.762461	0.768812	0.964786	0.333333	0.432397	0.970588	0.965072	0.931968	0.872603	C0521942|C1449680|C0039703|C0003364		C0521942	C1449680=C0126174->*C1449680*<-C0216784|C0521942=C0126174->*C0521942*<-C0216784|C0039703=C0126174->*C0039703*<-C0216784|C0003364=C0126174->*C0003364*<-C0216784
sct-msh-csp-aod	UMNSRS_similarity	C1623038	C0002871	0.612590	0.147198	0.408131	0.166667	0.045379	0.941176	0.440246	0.256385	0.147042	C0030660|C0037088		C0030660	C0037088=C1623038->C0016059->*C0037088*<-C0002871<-C0018939<-C0012634|C0030660=C1623038->C0016059->*C0030660*<-C0002871<-C0018939<-C0012634
sct-msh-csp-aod	UMNSRS_similarity	C0055003	C0004899	0.524922	0.008007	0.053938	0.111111	0.027392	0.911765	0.055228	0.027717	0.014053	C2720507		C2720507	C2720507=C0055003->C0279516->C0003204->C0013227->*C2720507*<-C0004899<-C0021267<-C0028811<-C0037414
sct-msh-csp-aod	UMNSRS_similarity	C0037354	C0042214	0.762461	0.906281	0.989208	0.333333	0.711860	0.970588	0.989230	0.978647	0.958187	C0032870|C1532229		C1532229	C0032870=C0037354->*C0032870*<-C0042214|C1532229=C0037354->*C1532229*<-C0042214
sct-msh-csp-aod	UMNSRS_similarity	C0038187	C0152149	0.612590	-0.007047	0.000000	0.166667	0.000000	0.941176	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0038187->C0015619->*C0000000*<-C0152149<-C0423610<-C0156402
sct-msh-csp-aod	UMNSRS_similarity	C0031763	C0011603	0.612590	0.065774	0.000000	0.166667	0.000000	0.941176	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0031763->*C0000000*<-C0011603<-C0021368<-C0030660<-C0677042
sct-msh-csp-aod	UMNSRS_similarity	C0011777	C0246719	0.612590	0.104839	0.309183	0.166667	0.038917	0.941176	0.342884	0.182860	0.100631	C0013227|C1320237		C0013227	C0013227=C0011777->C0003209->*C0013227*<-C0246719<-C0012544<-C0521941|C1320237=C0011777->C0017710->C0582125->*C1320237*<-C0246719<-C0012544
sct-msh-csp-aod	UMNSRS_similarity	C0019158	C0000970	0.550388	0.020734	0.000000	0.125000	0.000000	0.921569	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0019158->C0023895->C0266806->*C0000000*<-C0000970<-C0003419<-C0013227<-C2720507
sct-msh-csp-aod	UMNSRS_similarity	C0022116	C0013132	0.612590	0.016900	0.000000	0.166667	0.000000	0.941176	0.000000	0.000000	0.000000	C0000000		C0000000	C0000000=C0022116->C0030660->C0677042->*C0000000*<-C0013132<-C1456208
sct-msh-csp-aod	UMNSRS_similarity	C0019270	C0013456	0.700259	0.169001	0.437661	0.250000	0.049112	0.960784	0.484823	0.280132	0.162880	C0012634		C0012634	C0012634=C0019270->*C0012634*<-C0013456<-C0013447
sct-msh-csp-aod	UMNSRS_similarity	C0018021	C0011644	0.612590	0.159665	0.443558	0.166667	0.047477	0.941176	0.466167	0.284982	0.166168	C0012634|C0679384|C1290853		C1290853	C1290853=C0018021->C0040128->C0558385->*C1290853*<-C0011644<-C0009782|C0679384=C0018021->C0040128->C0014130->*C0679384*<-C0011644<-C0037274|C0012634=C0018021->C0040128->C0014130->*C0012634*<-C0011644<-C0009782
sct-msh-csp-aod	UMNSRS_similarity	C0004134	C0001962	0.579260	0.068950	0.066828	0.142857	0.034167	0.931373	0.247847	0.034569	0.017589	C2720507		C2720507	C2720507=C0004134->C0027854->C0037088->*C2720507*<-C0001962<-C0358214<-C0013227
sct-msh-csp-aod	UMNSRS_similarity	C0043528	C0004576	0.850129	0.992637	0.999276	0.500000	0.973651	0.980392	0.999280	0.998554	0.997112	C0043528		C0043528	C0043528=C0043528*<-C0004576
