cui	fword	text	code	sourcetype	tui
C1266909	Bone	Bone ( system )	128530007	SNOMEDCT	T022
C1266909	Bony	Bony skeleton	128530007	SNOMEDCT	T022
C1266909	Pars	Pars ossea systematis skeletalis	128530007	SNOMEDCT	T022
C1266909	Osseous	Osseous part of the skeletal system	128530007	SNOMEDCT	T022
C1266915	Entire	Entire condyle	91737009	SNOMEDCT	T023
C1266915	Articular	Articular condyle	91737009	SNOMEDCT	T023
C1266915	Articular	Articular condyle , NOS	91737009	SNOMEDCT	T023
C1266915	Condyle	Condyle	91737009	SNOMEDCT	T023
C1266915	Condyle	Condyle , NOS	91737009	SNOMEDCT	T023
C1266915	Entire	Entire condyle ( body structure )	91737009	SNOMEDCT	T023
C1267072	Entire	Entire vertebral column	44300000	SNOMEDCT	T023
C1267072	Backbone	Backbone	44300000	SNOMEDCT	T023
C1267072	Spinal	Spinal column	44300000	SNOMEDCT	T023
C1267072	Spinal	Spinal column , NOS	44300000	SNOMEDCT	T023
C1267072	Spine	Spine	44300000	SNOMEDCT	T023
C1267072	Spine	Spine , NOS	44300000	SNOMEDCT	T023
C1267072	Vertebral	Vertebral column	44300000	SNOMEDCT	T023
C1267072	Vertebral	Vertebral column , NOS	44300000	SNOMEDCT	T023
C1267072	Entire	Entire vertebral column ( body structure )	44300000	SNOMEDCT	T023
C1267211	Entire	Entire duct ( organ )	91726008	SNOMEDCT	T023
C1267211	Duct	Duct	91726008	SNOMEDCT	T023
C1267211	Duct	Duct , NOS	91726008	SNOMEDCT	T023
C1267211	Entire	Entire duct ( organ ) ( body structure )	91726008	SNOMEDCT	T023
C1268233	Entire	Entire right hip region	91776005	SNOMEDCT	T029
C1268233	Right	Right hip	91776005	SNOMEDCT	T029
C1268233	Entire	Entire right hip region ( body structure )	91776005	SNOMEDCT	T029
C1269052	Entire	Entire tibial plateau	182074003	SNOMEDCT	T023
C1269052	Tibial	Tibial plateau	182074003	SNOMEDCT	T023
C1269052	Tibial	Tibial plafond	182074003	SNOMEDCT	T023
C1269052	Entire	Entire tibial plateau ( body structure )	182074003	SNOMEDCT	T023
C1269064	Entire	Entire metacarpal	181977005	SNOMEDCT	T023
C1269064	Metacarpal	Metacarpal	181977005	SNOMEDCT	T023
C1269064	MC	MC - Metacarpal	181977005	SNOMEDCT	T023
C1269064	Entire	Entire metacarpal ( body structure )	181977005	SNOMEDCT	T023
C1269079	Entire	Entire lower limb	182281004	SNOMEDCT	T023
C1269079	Leg	Leg	182281004	SNOMEDCT	T023
C1269079	Lower	Lower limb	182281004	SNOMEDCT	T023
C1269079	LL	LL - Lower limb	182281004	SNOMEDCT	T023
C1269079	Entire	Entire lower limb ( body structure )	182281004	SNOMEDCT	T023
C1269079	Hind	Hind limb	182281004	SNOMEDCT	T023
C1269542	Entire	Entire sacrum	264186006	SNOMEDCT	T023
C1269542	Sacrum	Sacrum	264186006	SNOMEDCT	T023
C1269542	Sacral	Sacral bone	361379007	SNOMEDCT	T023
C1269542	Sacral	Sacral bone	264186006	SNOMEDCT	T023
C1269542	Entire	Entire sacral bone ( body structure )	361379007	SNOMEDCT	T023
C1269542	Entire	Entire sacrum ( body structure )	264186006	SNOMEDCT	T023
C1269542	Entire	Entire sacral bone	361379007	SNOMEDCT	T023
C1269542	Entire	Entire sacral bone	264186006	SNOMEDCT	T023
C1269609	Entire	Entire metatarsal	302532000	SNOMEDCT	T023
C1269609	Metatarsal	Metatarsal	302532000	SNOMEDCT	T023
C1269609	MT	MT - Metatarsal	302532000	SNOMEDCT	T023
C1269609	Entire	Entire metatarsal ( body structure )	302532000	SNOMEDCT	T023
C1269611	Entire	Entire joint	302536002	SNOMEDCT	T030
C1269611	Joint	Joint	302536002	SNOMEDCT	T030
C1269611	Jt	Jt - Joint	302536002	SNOMEDCT	T030
C1269611	Entire	Entire joint ( body structure )	302536002	SNOMEDCT	T030
C1269613	Entire	Entire thumb	302540006	SNOMEDCT	T023
C1269613	Thumb	Thumb	302540006	SNOMEDCT	T023
C1269613	Pollux	Pollux	302540006	SNOMEDCT	T023
C1269613	Entire	Entire thumb ( body structure )	302540006	SNOMEDCT	T023
C1269882	Entire	Entire abdominal aorta	244231007	SNOMEDCT	T023
C1269882	Abdominal	Abdominal aorta	244231007	SNOMEDCT	T023
C1269882	Descending	Descending abdominal aorta	244231007	SNOMEDCT	T023
C1269882	Entire	Entire abdominal aorta ( body structure )	244231007	SNOMEDCT	T023
C1278900	Entire	Entire frontal sinus	181205008	SNOMEDCT	T023
C1278900	Frontal	Frontal sinus	181205008	SNOMEDCT	T023
C1278900	Entire	Entire frontal sinus ( body structure )	181205008	SNOMEDCT	T023
C1278908	Entire	Entire lung	181216001	SNOMEDCT	T023
C1278908	Lung	Lung	181216001	SNOMEDCT	T023
C1278908	Entire	Entire lung ( body structure )	181216001	SNOMEDCT	T023
C1278929	Entire	Entire liver	181268008	SNOMEDCT	T023
C1278929	Liver	Liver	181268008	SNOMEDCT	T023
C1278929	Entire	Entire liver ( body structure )	181268008	SNOMEDCT	T023
C1278932	Entire	Entire spleen	181279003	SNOMEDCT	T023
C1278932	Spleen	Spleen	181279003	SNOMEDCT	T023
C1278932	Entire	Entire spleen ( body structure )	181279003	SNOMEDCT	T023
C1278934	Entire	Entire aorta	181298001	SNOMEDCT	T023
C1278934	Aorta	Aorta	181298001	SNOMEDCT	T023
C1278934	Entire	Entire aorta ( body structure )	181298001	SNOMEDCT	T023
C1278960	Entire	Entire vein	181367001	SNOMEDCT	T023
C1278960	Vein	Vein	181367001	SNOMEDCT	T023
C1278960	Entire	Entire vein ( body structure )	181367001	SNOMEDCT	T023
C1278978	Entire	Entire kidney	181414000	SNOMEDCT	T023
C1278978	Kidney	Kidney	181414000	SNOMEDCT	T023
C1278978	Entire	Entire kidney ( body structure )	181414000	SNOMEDCT	T023
C1279055	Entire	Entire occipital bone	181796003	SNOMEDCT	T023
C1279055	Occipital	Occipital bone	181796003	SNOMEDCT	T023
C1279055	Entire	Entire occipital bone ( body structure )	181796003	SNOMEDCT	T023
C1279070	Entire	Entire clavicle	181910004	SNOMEDCT	T023
C1279070	Clavicle	Clavicle	181910004	SNOMEDCT	T023
C1279070	Entire	Entire clavicle ( body structure )	181910004	SNOMEDCT	T023
C1279075	Entire	Entire humerus	181923006	SNOMEDCT	T023
C1279075	Humerus	Humerus	181923006	SNOMEDCT	T023
C1279075	Entire	Entire humerus ( body structure )	181923006	SNOMEDCT	T023
C1279101	Entire	Entire coccyx	182028002	SNOMEDCT	T023
C1279101	Coccyx	Coccyx	182028002	SNOMEDCT	T023
C1279101	Entire	Entire coccyx ( body structure )	182028002	SNOMEDCT	T023
C1279112	Entire	Entire femur	182046008	SNOMEDCT	T023
C1279112	Femur	Femur	182046008	SNOMEDCT	T023
C1279112	Entire	Entire femur ( body structure )	182046008	SNOMEDCT	T023
C1279118	Entire	Entire tibia	182061009	SNOMEDCT	T023
C1279118	Tibia	Tibia	182061009	SNOMEDCT	T023
C1279118	Entire	Entire tibia ( body structure )	182061009	SNOMEDCT	T023
C1279571	Entire	Entire right knee	210562007	SNOMEDCT	T023
C1279571	Right	Right knee	210562007	SNOMEDCT	T023
C1279571	Entire	Entire right knee ( body structure )	210562007	SNOMEDCT	T023
C1279572	Entire	Entire left knee	210659002	SNOMEDCT	T023
C1279572	Left	Left knee	210659002	SNOMEDCT	T023
C1279572	Entire	Entire left knee ( body structure )	210659002	SNOMEDCT	T023
C1279606	Entire	Entire left lower leg	213384005	SNOMEDCT	T023
C1279606	Left	Left leg	213384005	SNOMEDCT	T023
C1279606	Entire	Entire left lower leg ( body structure )	213384005	SNOMEDCT	T023
C1279864	Entire	Entire pelvis	229765004	SNOMEDCT	T023
C1279864	Pelvis	Pelvis	229765004	SNOMEDCT	T023
C1279864	Entire	Entire pelvis ( body structure )	229765004	SNOMEDCT	T023
C1279997	Entire	Entire metatarsal joint	239747005	SNOMEDCT	T023
C1279997	Metatarsal	Metatarsal joint	239747005	SNOMEDCT	T023
C1279997	Entire	Entire metatarsal joint ( body structure )	239747005	SNOMEDCT	T023
C1279999	Entire	Entire left foot	239919000	SNOMEDCT	T023
C1279999	Left	Left foot	239919000	SNOMEDCT	T023
C1279999	Entire	Entire left foot ( body structure )	239919000	SNOMEDCT	T023
C1280065	Entire	Entire spine	243930007	SNOMEDCT	T023
C1280065	Spine	Spine	243930007	SNOMEDCT	T023
C1280065	Entire	Entire spine ( body structure )	243930007	SNOMEDCT	T023
C1280232	Entire	Entire third rib	244658008	SNOMEDCT	T023
C1280232	Third	Third rib	244658008	SNOMEDCT	T023
C1280232	Entire	Entire third rib ( body structure )	244658008	SNOMEDCT	T023
C1280889	Entire	Entire bile duct	276157007	SNOMEDCT	T023
C1280889	Bile	Bile duct	276157007	SNOMEDCT	T023
C1280889	Entire	Entire bile duct ( body structure )	276157007	SNOMEDCT	T023
C1281570	Entire	Entire heart	302509004	SNOMEDCT	T023
C1281570	Heart	Heart	302509004	SNOMEDCT	T023
C1281570	Entire	Entire heart ( body structure )	302509004	SNOMEDCT	T023
C1281571	Entire	Entire thoracic aorta	302510009	SNOMEDCT	T023
C1281571	Thoracic	Thoracic aorta	302510009	SNOMEDCT	T023
C1281571	Entire	Entire thoracic aorta ( body structure )	302510009	SNOMEDCT	T023
C1281577	Entire	Entire rib	302523002	SNOMEDCT	T023
C1281577	Rib	Rib	302523002	SNOMEDCT	T023
C1281577	Entire	Entire rib ( body structure )	302523002	SNOMEDCT	T023
C1281583	Entire	Entire hand	302539009	SNOMEDCT	T023
C1281583	Hand	Hand	302539009	SNOMEDCT	T023
C1281583	Entire	Entire hand ( body structure )	302539009	SNOMEDCT	T023
C1281587	Entire	Entire foot	302545001	SNOMEDCT	T023
C1281587	Foot	Foot	302545001	SNOMEDCT	T023
C1281587	Entire	Entire foot ( body structure )	302545001	SNOMEDCT	T023
C1281590	Entire	Entire head	302548004	SNOMEDCT	T023
C1281590	Head	Head	302548004	SNOMEDCT	T023
C1281590	Entire	Entire head ( body structure )	302548004	SNOMEDCT	T023
C1283792	Entire	Entire shoulder region	361103004	SNOMEDCT	T029
C1283792	Shoulder	Shoulder	361103004	SNOMEDCT	T029
C1283792	Entire	Entire shoulder region ( body structure )	361103004	SNOMEDCT	T029
C1283831	Entire	Entire tarsal joint	361283005	SNOMEDCT	T030
C1283831	Tarsal	Tarsal joint	361283005	SNOMEDCT	T030
C1283831	Entire	Entire tarsal joint ( body structure )	361283005	SNOMEDCT	T030
C1283838	Entire	Entire knee region	361291001	SNOMEDCT	T029
C1283838	Knee	Knee	361291001	SNOMEDCT	T029
C1283838	Entire	Entire knee region ( body structure )	361291001	SNOMEDCT	T029
C1283912	Entire	Entire digit	361367007	SNOMEDCT	T023
C1283912	Digit	Digit	361367007	SNOMEDCT	T023
C1283912	Entire	Entire digit ( body structure )	361367007	SNOMEDCT	T023
C1283926	Entire	Entire tracheobronchial tree	361384001	SNOMEDCT	T023
C1283926	Tracheobronchial	Tracheobronchial tree	361384001	SNOMEDCT	T023
C1283926	Entire	Entire tracheobronchial tree ( body structure )	361384001	SNOMEDCT	T023
C1285009	Entire	Entire lower leg , from knee to ankle	362793004	SNOMEDCT	T029
C1285009	Leg	Leg	362793004	SNOMEDCT	T029
C1285009	Entire	Entire lower leg , from knee to ankle ( body structure )	362793004	SNOMEDCT	T029
C1288313	Structure	Structure of metatarsal joint	367586008	SNOMEDCT	T030
C1288313	Metatarsal	Metatarsal joint	367586008	SNOMEDCT	T030
C1288313	Structure	Structure of metatarsal joint ( body structure )	367586008	SNOMEDCT	T030
C1288949	Entire	Entire left hand	368456002	SNOMEDCT	T023
C1288949	Left	Left hand	368456002	SNOMEDCT	T023
C1288949	Entire	Entire left hand ( body structure )	368456002	SNOMEDCT	T023
C1290905	Discrepancy	Discrepancy	110287002	SNOMEDCT	T033
C1290905	Discrepancy	Discrepancy ( finding )	110287002	SNOMEDCT	T033
C1305312	Entire	Entire lateral meniscus	182449005	SNOMEDCT	T023
C1305312	Lateral	Lateral meniscus	182449005	SNOMEDCT	T023
C1305312	LM	LM - Lateral meniscus	182449005	SNOMEDCT	T023
C1305312	Entire	Entire lateral meniscus ( body structure )	182449005	SNOMEDCT	T023
C1305316	Entire	Entire medial meniscus	182446003	SNOMEDCT	T023
C1305316	Medial	Medial meniscus	182446003	SNOMEDCT	T023
C1305316	MM	MM - Medial meniscus	182446003	SNOMEDCT	T023
C1305316	Entire	Entire medial meniscus ( body structure )	182446003	SNOMEDCT	T023
C1522460	Structure	Structure of descending thoracic aorta	32672002	SNOMEDCT	T023
C1522460	Thoracic	Thoracic aorta	113262008	SNOMEDCT	T023
C1522460	Thoracic	Thoracic Aorta	C33766	NCI	T023
C1522460	Thoracic	Thoracic aorta , NOS	113262008	SNOMEDCT	T023
C1522460	Descending	Descending thoracic aorta	32672002	SNOMEDCT	T023
C1522460	Thoracic	Thoracic aorta structure	113262008	SNOMEDCT	T023
C1522460	Structure	Structure of descending thoracic aorta ( body structure )	32672002	SNOMEDCT	T023
C1522460	Thoracic	Thoracic aorta structure ( body structure )	113262008	SNOMEDCT	T023
C1533591	Calcification	Calcification	C3672	NCI	T031
C1533591	Calcification	Calcification	54497001	SNOMEDCT	T031
C1533591	Calcification	Calcification	C3672	NCI	T031
C1533591	calcification	calcification	C3672	NCI	T031
C1533591	Calcification	Calcification , NOS	54497001	SNOMEDCT	T031
C1533591	Mineralization	Mineralization , NOS	54497001	SNOMEDCT	T031
C1533591	Deposit	Deposit ( s ) , calcium	C3672	NCI	T031
C1533591	Calcium	Calcium Deposit ( s )	C3672	NCI	T031
C1533591	Calcium	Calcium deposition , NOS	54497001	SNOMEDCT	T031
C1533591	Calcium	Calcium deposition	54497001	SNOMEDCT	T031
C1533591	Calcified	Calcified structure	54497001	SNOMEDCT	T031
C1533591	Calcified	Calcified structure	54497001	SNOMEDCT	T031
C1533591	Calcified	Calcified structure ( morphologic abnormality )	54497001	SNOMEDCT	T031
C1956089	Osteophyte	Osteophyte	393603002	SNOMEDCT	T047
C1956089	Osteophyte	Osteophyte	202620006	SNOMEDCT	T047
C1956089	Osteophyte	Osteophyte	393603002	SNOMEDCT	T047
C1956089	Osteophyte	Osteophyte	88998003	SNOMEDCT	T047
C1956089	Bone	Bone spur NOS	202894007	SNOMEDCT	T047
C1956089	Bone	Bone spur NOS	726.91	MTHICD9	T047
C1956089	Bone	Bone spur NOS	239952006	SNOMEDCT	T047
C1956089	Bony	Bony spur	88998003	SNOMEDCT	T047
C1956089	Osteophyma	Osteophyma	88998003	SNOMEDCT	T047
C1956089	Osteophyte	Osteophyte of unspecified site	202894007	SNOMEDCT	T047
C1956089	Osteophyte	Osteophyte ( morphologic abnormality )	88998003	SNOMEDCT	T047
C1956089	Bone	Bone spur NOS ( disorder )	239952006	SNOMEDCT	T047
C1956089	Osteophyte	Osteophyte ( disorder )	202620006	SNOMEDCT	T047
C1956089	Osteophyte	Osteophyte ( finding )	393603002	SNOMEDCT	T047
C1963703	Knee	Knee region structure	72696002	SNOMEDCT	T029
C1963703	Knee	Knee	72696002	SNOMEDCT	T029
C1963703	Knee	Knee , NOS	72696002	SNOMEDCT	T029
C1963703	Knee	Knee region structure ( body structure )	72696002	SNOMEDCT	T029
C2317432	Effusion	Effusion	430869004	SNOMEDCT	T031
C2317432	Effusion	Effusion ( substance )	430869004	SNOMEDCT	T031
