"cg","con","Concept.1","Concept.2","LCH","INTRINSIC_LCH","INTRINSIC_LIN","PATH","INTRINSIC_PATH","WUPALMER","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"umls","UMNSRS_similarity","C0033860","C0003864",0.758068,0.50368,0.761746,0.25,0.096606,0.977444,"C0021368|C1285331",NA,"C0021368","C1285331=C0033860->C0011603->*C1285331*<-C0003864|C0021368=C0033860->C0011603->*C0021368*<-C0003864"
"umls","UMNSRS_similarity","C0041296","C0149651",0.660406,0.343627,0.472608,0.142857,0.045466,0.94,"C0950133|C1140097|C0444584",NA,"C0444584","C1140097=C0041296->C0021311->C0024115->*C1140097*<-C0149651<-C0018563<-C0026860|C0444584=C0041296->C0021311->C0549512->*C0444584*<-C0149651<-C0018563<-C1140618|C0950133=C0041296->C0041327->C0521346->*C0950133*<-C0149651<-C0018563<-C0521324"
"umls","UMNSRS_similarity","C0028754","C0011847",0.808273,0.564279,0.822626,0.333333,0.128508,0.98,"C1535127",NA,"C1535127","C1535127=C0028754->*C1535127*<-C0011847"
"umls","UMNSRS_similarity","C0040038","C0019079",0.758068,0.362137,0.525041,0.25,0.049607,0.97561,"C0200627|C0280950",NA,"C0280950","C0280950=C0040038->*C0280950*<-C0019079<-C0281169|C0200627=C0040038->*C0200627*<-C0019079<-C0019080"
"umls","UMNSRS_similarity","C0032285","C0007561",0.758068,0.479456,0.725845,0.25,0.086192,0.976,"C0021311",NA,"C0021311","C0021311=C0032285->*C0021311*<-C0007561<-C0003232"
"umls","UMNSRS_similarity","C0114873","C0076107",0.808273,0.94671,0.992989,0.333333,0.778072,0.987013,"C0304512|C0032912|C0001641",NA,"C0032912","C0032912=C0114873->*C0032912*<-C0076107|C0001641=C0114873->*C0001641*<-C0076107|C0304512=C0114873->*C0304512*<-C0076107"
"umls","UMNSRS_similarity","C0086543","C0025598",0.719126,0.433854,0.637305,0.2,0.069535,0.931034,"C0497531|C1456594",NA,"C1456594","C0497531=C0086543->*C0497531*<-C0025598<-C0020616<-C0011849|C1456594=C0086543->*C1456594*<-C0025598<-C0020616<-C0011849"
"umls","UMNSRS_similarity","C1623038","C0301532",0.660406,0.224171,0.055661,0.142857,0.025906,0.4,"C1368719|C2720507",NA,"C1368719","C1368719=C1623038->C0016059->C0037088->*C1368719*<-C0301532<-C0042890<-C0013227|C2720507=C1623038->C0016059->C0037088->*C2720507*<-C0301532<-C0042890<-C0013227"
"umls","UMNSRS_similarity","C0036572","C0006949",0.687307,0.210791,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0036572->C0549469->*C0000000*<-C0006949<-C0003286<-C1579327"
"umls","UMNSRS_similarity","C0086543","C0021641",0.719126,0.444249,0.649397,0.2,0.073024,0.958333,"C1456594|C1140097|C0497531|C1456590",NA,"C1456594","C0497531=C0086543->*C0497531*<-C0021641<-C0020616<-C0011849|C1140097=C0086543->C0015397->*C1140097*<-C0021641<-C0014136|C1456594=C0086543->*C1456594*<-C0021641<-C0020616<-C0011849|C1456590=C0086543->C1456594->*C1456590*<-C0021641<-C0014136"
"umls","UMNSRS_similarity","C0002871","C0206160",0.808273,0.763803,0.948784,0.333333,0.328826,0.98913,"C0221016|C0200627",NA,"C0221016","C0200627=C0002871->*C0200627*<-C0206160|C0221016=C0002871->*C0221016*<-C0206160"
"umls","UMNSRS_similarity","C0009951","C0006949",0.687307,0.222442,0.055223,0.166667,0.025696,0.444444,"C2720507|C1368719|C0000000",NA,"C2720507","C1368719=C0009951->C0037088->*C1368719*<-C0006949<-C0003286<-C0013227|C0000000=C0009951->C0236101->*C0000000*<-C0006949<-C0003286<-C1579327|C2720507=C0009951->C0037088->*C2720507*<-C0006949<-C0003286<-C0013227"
"umls","UMNSRS_similarity","C0029456","C0032950",0.687307,0.369658,0.537682,0.166667,0.051395,0.949495,"C0014136|C0000000|C1456590",NA,"C0014136","C0014136=C0029456->C0005940->C0030517->*C0014136*<-C0032950<-C0001617|C1456590=C0029456->C1456595->*C1456590*<-C0032950<-C0001617<-C0014136|C0000000=C0029456->C0858714->*C0000000*<-C0032950<-C0003209<-C1579327"
"umls","UMNSRS_similarity","C0036572","C0031507",0.687307,0.210029,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0036572->C0549469->*C0000000*<-C0031507<-C0003286<-C1579327"
"umls","UMNSRS_similarity","C0885057","C0016157",0.719126,0.406331,0.619203,0.2,0.061083,0.970588,"C1566558",NA,"C1566558","C1566558=C0885057->*C1566558*<-C0016157<-C0028908<-C2698828"
"umls","UMNSRS_similarity","C0242339","C0016157",0.719126,0.402082,0.607453,0.2,0.059873,0.942857,"C0023779",NA,"C0023779","C0023779=C0242339->C0154251->*C0023779*<-C0016157<-C0028908"
"umls","UMNSRS_similarity","C0232197","C0002962",0.758068,0.573668,0.841753,0.25,0.134317,0.978723,"C0018787|C0018799|C2362499|C0497531|C0497231",NA,"C0018799","C0497231=C0232197->C0003811->*C0497231*<-C0002962|C0497531=C0232197->C0003811->*C0497531*<-C0002962|C2362499=C0232197->C0003811->*C2362499*<-C0002962|C0018787=C0232197->C0003811->*C0018787*<-C0002962|C0018799=C0232197->C0003811->*C0018799*<-C0002962"
"umls","UMNSRS_similarity","C0007557","C0007561",0.808273,0.73937,0.940744,0.333333,0.29309,0.987342,"C2266959|C2267087|C1320237|C0279516|C0003232",NA,"C2266959","C0279516=C0007557->*C0279516*<-C0007561|C2266959=C0007557->*C2266959*<-C0007561|C0003232=C0007557->*C0003232*<-C0007561|C1320237=C0007557->*C1320237*<-C0007561|C2267087=C0007557->*C2267087*<-C0007561"
"umls","UMNSRS_similarity","C0011053","C0004134",0.808273,0.352765,0.501996,0.333333,0.047465,0.98,"C0927232",NA,"C0927232","C0927232=C0011053->*C0927232*<-C0004134"
"umls","UMNSRS_similarity","C0220892","C0007546",0.808273,0.493231,0.751633,0.333333,0.091968,0.984127,"C0003232",NA,"C0003232","C0003232=C0220892->*C0003232*<-C0007546"
"umls","UMNSRS_similarity","C0011847","C0021641",0.758068,0.397716,0.572197,0.25,0.058655,0.969072,"C0014136",NA,"C0014136","C0014136=C0011847->C0271633->*C0014136*<-C0021641"
"umls","UMNSRS_similarity","C0018995","C0003126",0.687307,0.376871,0.563467,0.166667,0.053171,0.950495,"C0012240|C0682591|C0012674|C0460148|C1373233|C1140145|C0221589|C0012634|C0229962|C0460002|C1180473|C0700276|C1744602|C1140097|C0002807|C0229960",NA,"C0012240","C0002807=C0018995->C0012240->*C0002807*<-C0003126<-C0028429<-C0035237|C0012634=C0018995->C0221016->*C0012634*<-C0003126<-C0679441<-C0027765|C0682591=C0018995->C0012240->*C0682591*<-C0003126<-C0028429<-C0035237|C0460002=C0018995->C0012240->*C0460002*<-C0003126<-C0028429<-C0035237|C0460148=C0018995->C0012240->*C0460148*<-C0003126<-C0028429<-C0035237|C1140097=C0018995->C0012240->*C1140097*<-C0003126<-C0028429<-C0035237|C0229962=C0018995->C0012240->C0682591->*C0229962*<-C0003126<-C0028429|C1373233=C0018995->C0028715->*C1373233*<-C0003126<-C0679441<-C0027765|C0012240=C0018995->*C0012240*<-C0003126<-C0028429<-C0027442<-C0031354|C0221589=C0018995->*C0221589*<-C0003126<-C0028429<-C0458578<-C0150934|C0229960=C0018995->C0012240->*C0229960*<-C0003126<-C0679441<-C0228065|C1180473=C0018995->C0012240->*C1180473*<-C0003126<-C0028429<-C0035237|C1744602=C0018995->C0012240->C1182856->*C1744602*<-C0003126<-C0927232|C1140145=C0018995->C0012240->*C1140145*<-C0003126<-C0927232<-C0205494|C0700276=C0018995->C0012240->*C0700276*<-C0003126<-C0028429<-C0035237|C0012674=C0018995->C0028715->*C0012674*<-C0003126<-C0679441<-C0027765"
"umls","UMNSRS_similarity","C0022116","C0152149",0.687307,0.360131,0.496538,0.166667,0.049141,0.953271,"C1290906|C1457887|C1333305|C0679384|C0178237|C0679215|C0011900|C1140097|C0012634|C0263978",NA,"C0263978","C1333305=C0022116->C0007222->*C1333305*<-C0152149<-C0000737<-C0017178|C0011900=C0022116->C0728936->*C0011900*<-C0152149<-C0000737<-C0017178|C0679384=C0022116->C0007222->*C0679384*<-C0152149<-C0000737<-C0017178|C1457887=C0022116->C0425560->C1332855->*C1457887*<-C0152149<-C0000737|C0263978=C0022116->C0042373->*C0263978*<-C0152149<-C0000737<-C1290864|C0012634=C0022116->C0728936->*C0012634*<-C0152149<-C0041889<-C0017411|C0679215=C0022116->C0030660->*C0679215*<-C0152149<-C0000737<-C1457887|C1290906=C0022116->C0425560->*C1290906*<-C0152149<-C0567248<-C1320355|C1140097=C0022116->C0030660->*C1140097*<-C0152149<-C0041889<-C0017411|C0178237=C0022116->C0728936->*C0178237*<-C0152149<-C0000737<-C0178310"
"umls","UMNSRS_similarity","C0030232","C0004057",0.660406,0.347522,0.477898,0.142857,0.046308,0.94,"C0000000|C1368719|C0030660|C2362499|C2720507|C0497525",NA,"C0030660","C0030660=C0030232->C0019087->*C0030660*<-C0004057<-C0036075<-C1320237<-C0020517|C0497525=C0030232->C0497366->*C0497525*<-C0004057<-C0036075<-C1320237<-C0020517|C2362499=C0030232->C0155765->C0042373->*C2362499*<-C0004057<-C0032177<-C0003280|C1368719=C0030232->C0037285->C0037088->*C1368719*<-C0004057<-C0003191<-C0013227|C0000000=C0030232->C1123023->C0221907->*C0000000*<-C0004057<-C0032177<-C0032188|C2720507=C0030232->C0037285->C0037088->*C2720507*<-C0004057<-C0003191<-C0013227"
"umls","UMNSRS_similarity","C0013456","C0233212",0.687307,0.33473,0.462357,0.166667,0.043601,0.949495,"C1335151|C0549601|C0037088",NA,"C0549601","C0549601=C0013456->C0013447->*C0549601*<-C0233212<-C0233179<-C0311392|C0037088=C0013456->C0030193->*C0037088*<-C0233212<-C2985265<-C1335151|C1335151=C0013456->C0030193->C1457887->*C1335151*<-C0233212<-C2985265"
"umls","UMNSRS_similarity","C0019340","C0008370",0.719126,0.33841,0.468199,0.2,0.044363,0.96,"C0012634",NA,"C0012634","C0012634=C0019340->C0042769->*C0012634*<-C0008370<-C0005424"
"umls","UMNSRS_similarity","C0242339","C0008402",0.660406,0.32761,0.437993,0.142857,0.042163,0.909091,"C0029224",NA,"C0029224","C0029224=C0242339->C0154251->C0023779->*C0029224*<-C0008402<-C0578399<-C0576728"
"umls","UMNSRS_similarity","C0034494","C0702166",0.719126,0.337027,0.466502,0.2,0.044075,0.96,"C0012634|C1456590",NA,"C0012634","C0012634=C0034494->C0042769->*C0012634*<-C0702166<-C0037274|C1456590=C0034494->C0021311->*C1456590*<-C0702166<-C1456601"
"umls","UMNSRS_similarity","C0032064","C0001416",0.719126,0.247728,0,0.2,0,0.333333,"C0000000",NA,"C0000000","C0000000=C0032064->C0021311->C1456590->*C0000000*<-C0001416"
"umls","UMNSRS_similarity","C0159075","C0232955",0.687307,0.408028,0.626526,0.166667,0.061573,0.954128,"C1290864|C1302710",NA,"C1290864","C1290864=C0159075->C0235639->C0022658->*C1290864*<-C0232955<-C0042131|C1302710=C0159075->C0235639->C0022658->*C1302710*<-C0232955<-C0042131"
"umls","UMNSRS_similarity","C0001975","C0012772",0.808273,0.568514,0.805772,0.333333,0.131096,0.986667,"C0001975",NA,"C0001975","C0001975=C0001975*<-C0012772<-C0001962"
"umls","UMNSRS_similarity","C0009214","C0027358",0.808273,0.722792,0.929497,0.333333,0.27108,0.986842,"C1320237|C0026549",NA,"C0026549","C0026549=C0009214->*C0026549*<-C0027358|C1320237=C0009214->*C1320237*<-C0027358"
"umls","UMNSRS_similarity","C0043031","C0004057",0.758068,0.537457,0.801082,0.25,0.113261,0.955224,"C0003280|C1979625",NA,"C1979625","C0003280=C0043031->*C0003280*<-C0004057<-C0032177|C1979625=C0043031->*C1979625*<-C0004057<-C0085826"
"umls","UMNSRS_similarity","C0042313","C0017642",0.719126,0.476614,0.735264,0.2,0.085046,0.96875,"C3160088|C0013227|C2267084|C0013216|C0279516|C0003232",NA,"C0003232","C2267084=C0042313->C2267104->*C2267084*<-C0017642<-C2267091|C0279516=C0042313->*C0279516*<-C0017642<-C0038766<-C0038760|C0003232=C0042313->*C0003232*<-C0017642<-C0038766<-C0038760|C3160088=C0042313->C1579348->*C3160088*<-C0017642<-C0038766|C0013227=C0042313->C0003232->*C0013227*<-C0017642<-C0935929|C0013216=C0042313->C0003232->*C0013216*<-C0017642<-C0020616"
"umls","UMNSRS_similarity","C0009187","C0025289",0.758068,0.454848,0.700043,0.25,0.076761,0.976,"C0021311",NA,"C0021311","C0021311=C0009187->C0033740->*C0021311*<-C0025289"
"umls","UMNSRS_similarity","C0030232","C0043031",0.687307,0.267648,0.251197,0.166667,0.031791,0.545455,"C2362499",NA,"C2362499","C2362499=C0030232->C0155765->C0042373->*C2362499*<-C0043031<-C0003280"
"umls","UMNSRS_similarity","C0002940","C0029456",0.719126,0.387324,0.581757,0.2,0.055854,0.967742,"C0026857|C0012674|C1373233|C0011900|C0263660|C0012634|C1456595|C1456594|C0280950|C0497531|C0679384|C0178237|C1456590|C1285159",NA,"C1456594","C0011900=C0002940->C0728936->*C0011900*<-C0029456<-C0263660|C0280950=C0002940->C0595862->C0020649->*C0280950*<-C0029456|C0012634=C0002940->C0728936->*C0012634*<-C0029456<-C0280950|C1456595=C0002940->C0878544->C0026848->*C1456595*<-C0029456|C0026857=C0002940->C0878544->C0026848->*C0026857*<-C0029456|C1373233=C0002940->C0007222->*C1373233*<-C0029456<-C0026857|C1456594=C0002940->C0878544->C0018799->*C1456594*<-C0029456|C1285159=C0002940->C0007222->*C1285159*<-C0029456<-C0026857|C0679384=C0002940->C0007222->*C0679384*<-C0029456<-C0263660|C0497531=C0002940->C0878544->C0178273->*C0497531*<-C0029456|C0012674=C0002940->C0007222->*C0012674*<-C0029456<-C0026857|C1456590=C0002940->C2362499->*C1456590*<-C0029456<-C1456595|C0263660=C0002940->C0878544->C0026848->*C0263660*<-C0029456|C0178237=C0002940->C0728936->*C0178237*<-C0029456<-C0263660"
"umls","UMNSRS_similarity","C0022116","C0025859",0.719126,0.28382,0.266299,0.2,0.034307,0.6,"C2362499",NA,"C2362499","C2362499=C0022116->C0042373->*C2362499*<-C0025859<-C0003364"
"umls","UMNSRS_similarity","C0016204","C0017687",0.687307,0.377696,0.564477,0.166667,0.053378,0.949495,"C0012240|C0682591|C0460148|C0497525|C0460002|C1180473|C0700276|C0178310|C0000000|C1140097|C0002807|C0229960|C1456590",NA,"C0012240","C0497525=C0016204->C0016205->*C0497525*<-C0017687<-C1320237<-C0020517|C0002807=C0016204->C0012240->*C0002807*<-C0017687<-C0021641<-C0014136|C0682591=C0016204->C0012240->*C0682591*<-C0017687<-C0021641<-C0014136|C0460002=C0016204->C0012240->*C0460002*<-C0017687<-C0021641<-C0014136|C0460148=C0016204->C0012240->*C0460148*<-C0017687<-C0021641<-C0014136|C1140097=C0016204->C0012240->*C1140097*<-C0017687<-C0021641<-C0014136|C0178310=C0016204->C1457887->*C0178310*<-C0017687<-C1320237<-C0020517|C0012240=C0016204->*C0012240*<-C0017687<-C0021641<-C0020616<-C0011849|C0000000=C0016204->C0549617->*C0000000*<-C0017687<-C0017173<-C1579327|C0229960=C0016204->C0012240->*C0229960*<-C0017687<-C0021641<-C0014136|C1180473=C0016204->C0012240->*C1180473*<-C0017687<-C0021641<-C0014136|C0700276=C0016204->C0012240->*C0700276*<-C0017687<-C0019932<-C1179809|C1456590=C0016204->C1457887->*C1456590*<-C0017687<-C0021641<-C0014136"
"umls","UMNSRS_similarity","C0007546","C0007716",0.808273,0.899331,0.985009,0.333333,0.622483,0.9875,"C2266959|C2267087|C1320237|C0304317|C0279516|C0003232",NA,"C0304317","C0304317=C0007546->*C0304317*<-C0007716|C0279516=C0007546->*C0279516*<-C0007716|C2266959=C0007546->*C2266959*<-C0007716|C0003232=C0007546->*C0003232*<-C0007716|C1320237=C0007546->*C1320237*<-C0007716|C2267087=C0007546->*C2267087*<-C0007716"
"umls","UMNSRS_similarity","C0029456","C0087086",0.660406,0.294415,0.323724,0.142857,0.036062,0.785714,"C1333618|C1290906",NA,"C1333618","C1290906=C0029456->C0026857->C0426779->*C1290906*<-C0087086<-C0302148<-C0425560|C1333618=C0029456->C0026857->C0426779->*C1333618*<-C0087086<-C0302148<-C0425560"
"umls","UMNSRS_similarity","C0014038","C0025289",0.808273,0.764614,0.949229,0.333333,0.330085,0.987342,"C0027765|C0683396|C0021368|C0178264|C1285331|C0007684|C0549636|C0021311|C2362500|C0927232|C1335000",NA,"C0178264","C1335000=C0014038->*C1335000*<-C0025289|C0549636=C0014038->*C0549636*<-C0025289|C0927232=C0014038->*C0927232*<-C0025289|C0178264=C0014038->*C0178264*<-C0025289|C1285331=C0014038->*C1285331*<-C0025289|C0007684=C0014038->*C0007684*<-C0025289|C0027765=C0014038->*C0027765*<-C0025289|C0021368=C0014038->*C0021368*<-C0025289|C0683396=C0014038->*C0683396*<-C0025289|C0021311=C0014038->*C0021311*<-C0025289|C2362500=C0014038->*C2362500*<-C0025289"
"umls","UMNSRS_similarity","C0684275","C0040038",0.758068,0.270081,0.25343,0.25,0.032158,0.666667,"C2362499",NA,"C2362499","C2362499=C0684275->*C2362499*<-C0040038<-C0042373"
"umls","UMNSRS_similarity","C0003864","C0003862",0.808273,0.643918,0.88924,0.333333,0.186981,0.990826,"C0015385|C0022408|C0262428",NA,"C0022408","C0262428=C0003864->*C0262428*<-C0003862|C0015385=C0003864->*C0015385*<-C0003862|C0022408=C0003864->*C0022408*<-C0003862"
"umls","UMNSRS_similarity","C0152447","C0040822",0.758068,0.336276,0.465395,0.25,0.043919,0.969697,"C1457887",NA,"C1457887","C1457887=C0152447->C2926602->*C1457887*<-C0040822"
"umls","UMNSRS_similarity","C0003128","C0079083",0.637102,0.286604,0.317163,0.125,0.034759,0.829268,"C1368719|C0000000|C0220965|C2720507|C1314970|C1456590|C1371271",NA,"C0220965","C0220965=C0003128->C0021359->C0280958->C0280950->C0006826->*C0220965*<-C0079083<-C0003392|C1314970=C0003128->C0021359->C0205395->*C1314970*<-C0079083<-C0003392<-C0013227<-C1315017|C1368719=C0003128->C0559306->C2711906->C0037088->*C1368719*<-C0079083<-C0003392<-C0013227|C1371271=C0003128->C0029928->C0014130->C1373233->*C1371271*<-C0079083<-C0003392<-C0013227|C1456590=C0003128->C0021359->C1456602->*C1456590*<-C0079083<-C0003392<-C0013227<-C0013216|C0000000=C0003128->C0021359->C0043210->C0086287->*C0000000*<-C0079083<-C0003392<-C1579327|C2720507=C0003128->C0559306->C2711906->C0037088->*C2720507*<-C0079083<-C0003392<-C0013227"
"umls","UMNSRS_similarity","C0001924","C0019134",0.808273,0.410075,0.623372,0.333333,0.062169,0.986486,"C1320237",NA,"C1320237","C1320237=C0001924->*C1320237*<-C0019134"
"umls","UMNSRS_similarity","C0032617","C0021641",0.719126,0.617086,0.873259,0.2,0.164788,0.971831,"C0460002|C0682591|C0025517|C0014136|C0549610|C1140097|C0002807",NA,"C0549610","C0002807=C0032617->C0042066->*C0002807*<-C0021641<-C0014136|C0549610=C0032617->*C0549610*<-C0021641<-C0020616<-C0011849|C0682591=C0032617->C0042066->*C0682591*<-C0021641<-C0014136|C0460002=C0032617->C0042066->*C0460002*<-C0021641<-C0014136|C1140097=C0032617->C0022658->*C1140097*<-C0021641<-C0014136|C0025517=C0032617->*C0025517*<-C0021641<-C0020616<-C0011849|C0014136=C0032617->C0021141->C0032002->*C0014136*<-C0021641"
"umls","UMNSRS_similarity","C0037384","C0038450",0.808273,0.888226,0.98302,0.333333,0.590769,0.981818,"C0035234",NA,"C0035234","C0035234=C0037384->*C0035234*<-C0038450"
"umls","UMNSRS_similarity","C0033860","C0054836",0.687307,0.220814,0.061302,0.166667,0.025499,0.444444,"C1456590",NA,"C1456590","C1456590=C0033860->C1456601->*C1456590*<-C0054836<-C0003364<-C2362499"
"umls","UMNSRS_similarity","C0019112","C0021359",0.719126,0.337153,0.466657,0.2,0.044101,0.96,"C0229962|C0460148|C1140145|C0012634|C1140097|C1456590",NA,"C0012634","C1140145=C0019112->C0497231->*C1140145*<-C0021359<-C1963704|C0012634=C0019112->C0728936->*C0012634*<-C0021359<-C0017411|C0460148=C0019112->C0012240->*C0460148*<-C0021359<-C0700038|C1140097=C0019112->C0017178->*C1140097*<-C0021359<-C0017411|C0229962=C0019112->*C0229962*<-C0021359<-C0700038<-C0559522|C1456590=C0019112->C0012240->*C1456590*<-C0021359<-C0025266"
"umls","UMNSRS_similarity","C0014544","C0031412",0.687307,0.210578,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0014544->C0154721->*C0000000*<-C0031412<-C0020592<-C1579327"
"umls","UMNSRS_similarity","C0014544","C0001975",0.687307,0.271056,0.114991,0.166667,0.032306,0.444444,"C1368719|C0000000|C2720507|C1456590|C1371271",NA,"C1371271","C1368719=C0014544->C0009951->C0037088->*C1368719*<-C0001975<-C0013227|C1371271=C0014544->C0027765->C1373233->*C1371271*<-C0001975<-C0013227|C1456590=C0014544->C2362500->*C1456590*<-C0001975<-C0013227<-C0013216|C0000000=C0014544->C0154721->*C0000000*<-C0001975<-C0020592<-C1579327|C2720507=C0014544->C0009951->C0037088->*C2720507*<-C0001975<-C0013227"
"umls","UMNSRS_similarity","C0033860","C0037763",0.719126,0.341018,0.47211,0.2,0.044911,0.960784,"C0950133|C0679384|C0012634|C1140097|C1456590|C1333305",NA,"C1333305","C1333305=C0033860->C0037274->*C1333305*<-C0037763<-C0027765|C0679384=C0033860->C0037274->*C0679384*<-C0037763<-C0027765|C0012634=C0033860->C0037274->*C0012634*<-C0037763<-C0027765|C1140097=C0033860->C0037274->*C1140097*<-C0037763<-C0027765|C1456590=C0033860->C1456601->*C1456590*<-C0037763<-C1457887|C0950133=C0033860->C1456601->*C0950133*<-C0037763<-C3149620"
"umls","UMNSRS_similarity","C0037384","C0023992",0.719126,0.336171,0.464831,0.2,0.043898,0.945946,"C0150934",NA,"C0150934","C0150934=C0037384->*C0150934*<-C0023992<-C1320237<-C0020517"
"umls","UMNSRS_similarity","C0003850","C0008402",0.660406,0.220546,0,0.142857,0,0.25,"C0000000",NA,"C0000000","C0000000=C0003850->C0549603->*C0000000*<-C0008402<-C0003367<-C0007220<-C1579327"
"umls","UMNSRS_similarity","C0854467","C0037384",0.687307,0.28796,0.323902,0.166667,0.034982,0.915254,"C1290906|C0011900|C0037088",NA,"C0011900","C0011900=C0854467->C0018939->*C0011900*<-C0037384<-C0035234<-C0011917|C0037088=C0854467->C0018939->C0012634->*C0037088*<-C0037384<-C0037090|C1290906=C0854467->C0427694->*C1290906*<-C0037384<-C0037090<-C0425442"
"umls","UMNSRS_similarity","C0032285","C0036690",0.808273,0.48165,0.728091,0.333333,0.087087,0.983871,"C0021311",NA,"C0021311","C0021311=C0032285->*C0021311*<-C0036690"
"umls","UMNSRS_similarity","C0019270","C0497327",0.758068,0.344802,0.476054,0.25,0.045718,0.969697,"C0012634",NA,"C0012634","C0012634=C0019270->*C0012634*<-C0497327<-C0004936"
"umls","UMNSRS_similarity","C0018926","C0027498",0.808273,0.947761,0.993145,0.333333,0.781933,0.985294,"C0012240|C0042963|C0941229|C0549522|C0549614",NA,"C0042963","C0549522=C0018926->*C0549522*<-C0027498|C0941229=C0018926->*C0941229*<-C0027498|C0549614=C0018926->*C0549614*<-C0027498|C0042963=C0018926->*C0042963*<-C0027498|C0012240=C0018926->*C0012240*<-C0027498"
"umls","UMNSRS_similarity","C0003862","C0030193",0.879034,0.713022,0.924289,0.5,0.258891,0.99187,"C0030193",NA,"C0030193","C0030193=C0003862->*C0030193"
"umls","UMNSRS_similarity","C0040165","C0023660",0.808273,0.504587,0.765691,0.333333,0.097019,0.96875,"C2267094",NA,"C2267094","C2267094=C0040165->*C2267094*<-C0023660"
"umls","UMNSRS_similarity","C0032285","C0013404",0.808273,0.446792,0.673187,0.333333,0.073903,0.984615,"C0035204|C0521346|C0024109",NA,"C0035204","C0521346=C0032285->*C0521346*<-C0013404|C0024109=C0032285->*C0024109*<-C0013404|C0035204=C0032285->*C0035204*<-C0013404"
"umls","UMNSRS_similarity","C0741439","C0025287",0.719126,0.315322,0.408613,0.2,0.039793,0.941176,"C0159135",NA,"C0159135","C0159135=C0741439->*C0159135*<-C0025287<-C0027765<-C1285159"
"umls","UMNSRS_similarity","C0017601","C0232197",0.758068,0.242608,0.154211,0.25,0.028255,0.666667,"C0497531",NA,"C0497531","C0497531=C0017601->*C0497531*<-C0232197<-C0003811"
"umls","UMNSRS_similarity","C0036494","C0007297",0.808273,0.997178,0.999672,0.333333,0.986798,0.990909,"C0026603",NA,"C0026603","C0026603=C0036494->*C0026603*<-C0007297"
"umls","UMNSRS_similarity","C0003862","C0149651",0.808273,0.475552,0.734399,0.333333,0.084622,0.980769,"C0018563",NA,"C0018563","C0018563=C0003862->*C0018563*<-C0149651"
"umls","UMNSRS_similarity","C0684275","C0017642",0.687307,0.289438,0.327401,0.166667,0.035227,0.545455,"C1456603|C1456590",NA,"C1456603","C1456603=C0684275->*C1456603*<-C0017642<-C0020616<-C0011849<-C0025517|C1456590=C0684275->C1456603->*C1456590*<-C0017642<-C0020616<-C0014136"
"umls","UMNSRS_similarity","C0013428","C0070166",0.719126,0.247538,0.176735,0.2,0.028919,0.6,"C0497525",NA,"C0497525","C0497525=C0013428->*C0497525*<-C0070166<-C1320237<-C0020517"
"umls","UMNSRS_similarity","C0231236","C0042755",0.687307,0.276895,0.28505,0.166667,0.033206,0.814815,"C0427350",NA,"C0427350","C0427350=C0231236->C1290920->C0424449->*C0427350*<-C0042755<-C1626920"
"umls","UMNSRS_similarity","C0002940","C0947651",0.637102,0.331003,0.447788,0.125,0.042842,0.892308,"C0013227",NA,"C0013227","C0013227=C0002940->C0595862->C0039051->*C0013227*<-C0947651<-C1569158<-C2267101<-C2267084"
"umls","UMNSRS_similarity","C0009262","C0032950",0.719126,0.448267,0.688122,0.2,0.074419,0.973333,"C2267084|C1579327|C0003392|C3160088|C0003209|C0013227|C1320237",NA,"C0003209","C2267084=C0009262->C2267087->*C2267084*<-C0032950<-C2267098|C1579327=C0009262->C0018100->*C1579327*<-C0032950<-C0003209|C0003209=C0009262->C0018100->C0003191->*C0003209*<-C0032950|C3160088=C0009262->C1563757->*C3160088*<-C0032950<-C0001617|C0013227=C0009262->C0018100->*C0013227*<-C0032950<-C0003209|C1320237=C0009262->*C1320237*<-C0032950<-C0017710<-C1445654|C0003392=C0009262->C0003379->*C0003392*<-C0032950<-C0282559"
"umls","UMNSRS_similarity","C0019270","C0006982",0.687307,0.345432,0.479189,0.166667,0.045854,0.950495,"C0549512",NA,"C0549512","C0549512=C0019270->*C0549512*<-C0006982<-C0178601<-C1320237<-C0020517"
"umls","UMNSRS_similarity","C1257763","C0036572",0.719126,0.340802,0.471135,0.2,0.044865,0.96,"C0012634|C1457887",NA,"C0012634","C1457887=C1257763->C0020505->*C1457887*<-C0036572<-C0235031|C0012634=C1257763->C0028709->*C0012634*<-C0036572<-C0280950"
"umls","UMNSRS_similarity","C0086543","C0030305",0.719126,0.375874,0.515216,0.2,0.052922,0.960784,"C0229962|C1140097|C0178784|C0497531|C0012634|C1333305",NA,"C1333305","C0178784=C0086543->C0015392->*C0178784*<-C0030305<-C0030274|C1333305=C0086543->C0015397->*C1333305*<-C0030305<-C0017178|C0497531=C0086543->*C0497531*<-C0030305<-C0030286<-C0178285|C0012634=C0086543->C0015397->*C0012634*<-C0030305<-C0030286|C1140097=C0086543->C0015397->*C1140097*<-C0030305<-C0017178|C0229962=C0086543->C0015392->*C0229962*<-C0030305<-C0030274"
