sct	MiniMayoSRS	Concept 1	Concept 2	LCH	INTRINSIC_LCH	INTRINSIC_LIN	PATH	INTRINSIC_PATH	RADA	INTRINSIC_RADA	JACCARD	SOKAL	WUPALMER	lcs(s)	corpus lcs	intrinsic lcs	paths
umls	UMNSRS_relatedness	C0019270	C0006982	0.687307	0.345432	0.479189	0.166667	0.045854	0.983766	0.490100	0.315088	0.187006	0.950495	C0549512		C0549512	C0549512=C0019270->*C0549512*<-C0006982<-C0178601<-C1320237<-C0020517
umls	UMNSRS_relatedness	C1257763	C0036572	0.719126	0.340802	0.471135	0.200000	0.044865	0.987013	0.478320	0.308160	0.182145	0.960000	C0012634|C1457887		C0012634	C1457887=C1257763->C0020505->*C1457887*<-C0036572<-C0235031|C0012634=C1257763->C0028709->*C0012634*<-C0036572<-C0280950
umls	UMNSRS_relatedness	C0086543	C0030305	0.719126	0.375874	0.515216	0.200000	0.052922	0.987013	0.561469	0.346997	0.209919	0.960784	C0229962|C1140097|C0178784|C0497531|C0012634|C1333305		C1333305	C0178784=C0086543->C0015392->*C0178784*<-C0030305<-C0030274|C1333305=C0086543->C0015397->*C1333305*<-C0030305<-C0017178|C0497531=C0086543->*C0497531*<-C0030305<-C0030286<-C0178285|C0012634=C0086543->C0015397->*C0012634*<-C0030305<-C0030286|C1140097=C0086543->C0015397->*C1140097*<-C0030305<-C0017178|C0229962=C0086543->C0015392->*C0229962*<-C0030305<-C0030274
umls	UMNSRS_relatedness	C0001962	C0001975	0.879034	0.717350	0.908039	0.500000	0.264222	0.996753	0.931762	0.831568	0.711696	0.993289	C0001975		C0001975	C0001975=C0001962->*C0001975
umls	UMNSRS_relatedness	C0020550	C0036572	0.808273	0.362913	0.526000	0.333333	0.049788	0.993506	0.532327	0.356852	0.217176	0.983607	C0280950		C0280950	C0280950=C0020550->*C0280950*<-C0036572
umls	UMNSRS_relatedness	C0016410	C0014563	0.758068	0.455081	0.675153	0.250000	0.076845	0.990260	0.705619	0.509608	0.341929	0.979866	C1320237		C1320237	C1320237=C0016410->*C1320237*<-C0014563<-C0039052
umls	UMNSRS_relatedness	C0116569	C0002598	0.758068	0.498128	0.763440	0.250000	0.094113	0.990260	0.764129	0.617390	0.446539	0.955224	C0003195		C0003195	C0003195=C0116569->C0360701->*C0003195*<-C0002598
umls	UMNSRS_relatedness	C0021359	C0079083	0.660406	0.287695	0.318317	0.142857	0.034939	0.980519	0.323137	0.189285	0.104536	0.850000	C0000000|C0220965|C1314970|C1456590		C0220965	C0220965=C0021359->C0280958->C0280950->C0006826->*C0220965*<-C0079083<-C0003392|C1314970=C0021359->C0205395->*C1314970*<-C0079083<-C0003392<-C0013227<-C1315017|C1456590=C0021359->C0025266->*C1456590*<-C0079083<-C0003392<-C0013227<-C0013216|C0000000=C0021359->C0017412->C0156311->*C0000000*<-C0079083<-C0003392<-C1579327
umls	UMNSRS_relatedness	C0040822	C0006982	0.687307	0.355307	0.512892	0.166667	0.048037	0.983766	0.514380	0.344892	0.208380	0.957983	C0027765|C0000000|C2362500		C0027765	C0027765=C0040822->*C0027765*<-C0006982<-C0025741<-C0039051<-C0750946|C2362500=C0040822->*C2362500*<-C0006982<-C0025741<-C0039051<-C1145628|C0000000=C0040822->C0549469->*C0000000*<-C0006982<-C0003405<-C1579327
umls	UMNSRS_relatedness	C0011847	C0009214	0.660406	0.387063	0.528406	0.142857	0.055785	0.980519	0.585232	0.359071	0.218822	0.941176	C0012674|C0679384|C1373233|C0000000|C0030660|C0012634|C1371271		C0012634	C0030660=C0011847->C1535127->C0012634->*C0030660*<-C0009214<-C1320237<-C0020517|C0679384=C0011847->C1535127->*C0679384*<-C0009214<-C1320237<-C0020517<-C0021053|C0012634=C0011847->C1535127->*C0012634*<-C0009214<-C1320237<-C0020517<-C1628518|C0012674=C0011847->C0014130->*C0012674*<-C0009214<-C1320237<-C0020517<-C0021053|C1373233=C0011847->C0014130->*C1373233*<-C0009214<-C1320237<-C0020517<-C0021053|C1371271=C0011847->C0014130->C1373233->*C1371271*<-C0009214<-C0003449<-C0013227|C0000000=C0011847->C0014130->C0549611->*C0000000*<-C0009214<-C0002771<-C1579327
umls	UMNSRS_relatedness	C0043031	C0995182	0.687307	0.467991	0.723248	0.166667	0.081661	0.983766	0.724427	0.566474	0.395162	0.931507	C2267084|C0032088		C0032088	C2267084=C0043031->C2267105->*C2267084*<-C0995182<-C0304554<-C2267085|C0032088=C0043031->C0010206->C0032086->*C0032088*<-C0995182<-C0304554
umls	UMNSRS_relatedness	C0030305	C0021641	0.758068	0.369907	0.537989	0.250000	0.051455	0.990260	0.548272	0.367979	0.225474	0.969072	C0014136		C0014136	C0014136=C0030305->C0030286->*C0014136*<-C0021641
umls	UMNSRS_relatedness	C0017160	C0021641	0.719126	0.394991	0.585547	0.200000	0.057907	0.987013	0.601329	0.413974	0.261013	0.959184	C1180473|C0460002|C0012240|C0700276|C0682591|C0460148|C1140097|C1456590|C0229960|C0002807		C0012240	C0229960=C0017160->C0012240->*C0229960*<-C0021641<-C0014136|C0002807=C0017160->C0012240->*C0002807*<-C0021641<-C0014136|C1180473=C0017160->C0012240->*C1180473*<-C0021641<-C0014136|C0682591=C0017160->C0012240->*C0682591*<-C0021641<-C0014136|C0460002=C0017160->C0012240->*C0460002*<-C0021641<-C0014136|C0700276=C0017160->C0012240->*C0700276*<-C0021641<-C0014136|C0460148=C0017160->C0012240->*C0460148*<-C0021641<-C0014136|C1140097=C0017160->C0017178->*C1140097*<-C0021641<-C0014136|C0012240=C0017160->*C0012240*<-C0021641<-C0020616<-C0011849|C1456590=C0017160->C0021311->*C1456590*<-C0021641<-C0014136
umls	UMNSRS_relatedness	C0019655	C0032950	0.687307	0.225068	0.062496	0.166667	0.026015	0.983766	0.082573	0.032256	0.016392	0.444444	C1456590		C1456590	C1456590=C0019655->C0021311->*C1456590*<-C0032950<-C0001617<-C0014136
umls	UMNSRS_relatedness	C0149651	C0013404	0.719126	0.276561	0.278150	0.200000	0.033154	0.987013	0.285386	0.161541	0.087868	0.875000	C0229962		C0229962	C0229962=C0149651->C0018563->*C0229962*<-C0013404<-C0024109
umls	UMNSRS_relatedness	C0018991	C0070166	0.660406	0.336696	0.466097	0.142857	0.044006	0.980519	0.467658	0.303863	0.179150	0.941176	C1373233|C0679384|C0000000|C0030660|C0012634|C0012674		C0012634	C0030660=C0018991->C0007682->C0012634->*C0030660*<-C0070166<-C1320237<-C0020517|C0679384=C0018991->C0027765->*C0679384*<-C0070166<-C1320237<-C0020517<-C0021053|C0012634=C0018991->C0007682->*C0012634*<-C0070166<-C1320237<-C0020517<-C1719883|C0012674=C0018991->C0027765->*C0012674*<-C0070166<-C1320237<-C0020517<-C0021053|C1373233=C0018991->C0027765->*C1373233*<-C0070166<-C1320237<-C0020517<-C0021053|C0000000=C0018991->C0522224->C0549469->*C0000000*<-C0070166<-C0032177<-C0032188
umls	UMNSRS_relatedness	C0026946	C0286651	0.687307	0.345939	0.479814	0.166667	0.045964	0.983766	0.491374	0.315628	0.187386	0.950495	C0549512		C0549512	C0549512=C0026946->*C0549512*<-C0286651<-C0360714<-C1320237<-C0020517
umls	UMNSRS_relatedness	C0035435	C0009262	0.660406	0.389535	0.531478	0.142857	0.056438	0.980519	0.590316	0.361914	0.220937	0.941176	C0012674|C0679384|C1373233|C0178237|C0030660|C0012634|C1371271		C0012634	C0030660=C0035435->C0026857->C0012634->*C0030660*<-C0009262<-C1320237<-C0020517|C0679384=C0035435->C0263660->*C0679384*<-C0009262<-C1320237<-C0020517<-C0021053|C0012634=C0035435->C0026857->*C0012634*<-C0009262<-C1320237<-C0020517<-C1628518|C0012674=C0035435->C0026857->*C0012674*<-C0009262<-C1320237<-C0020517<-C0021053|C1373233=C0035435->C0026857->*C1373233*<-C0009262<-C1320237<-C0020517<-C0021053|C1371271=C0035435->C0026857->C1373233->*C1371271*<-C0009262<-C0018100<-C0013227|C0178237=C0035435->C0263660->*C0178237*<-C0009262<-C1320237<-C0020517<-C0178310
umls	UMNSRS_relatedness	C0013404	C0220892	0.719126	0.214351	0.000000	0.200000	0.000000	0.987013	0.000000	0.000000	0.000000	0.333333	C0000000		C0000000	C0000000=C0013404->C0549657->*C0000000*<-C0220892<-C0729074
umls	UMNSRS_relatedness	C1623038	C0018926	0.719126	0.378234	0.565134	0.200000	0.053513	0.987013	0.566585	0.393859	0.245221	0.959184	C0030660|C0012240|C0037088		C0012240	C0030660=C1623038->C0016059->*C0030660*<-C0018926<-C0019087|C0037088=C1623038->C0016059->*C0037088*<-C0018926<-C0019080|C0012240=C1623038->C0016059->C0023884->*C0012240*<-C0018926
umls	UMNSRS_relatedness	C0877781	C0018681	0.879034	0.964065	0.995462	0.500000	0.844329	0.996753	0.995482	0.990964	0.982090	0.995215	C0018681		C0018681	C0018681=C0877781->*C0018681
umls	UMNSRS_relatedness	C0004153	C0018834	0.719126	0.360978	0.496028	0.200000	0.049337	0.987013	0.527822	0.329812	0.197470	0.960000	C0012634|C1456590|C0011900		C0012634	C0011900=C0004153->C0728936->*C0011900*<-C0018834<-C0017178|C0012634=C0004153->C0728936->*C0012634*<-C0018834<-C0017178|C1456590=C0004153->C2362499->*C1456590*<-C0018834<-C1457887
umls	UMNSRS_relatedness	C0920289	C0015672	0.719126	0.336258	0.465560	0.200000	0.043916	0.987013	0.466508	0.303407	0.178833	0.960000	C0012634		C0012634	C0012634=C0920289->C0004936->*C0012634*<-C0015672<-C0280950
umls	UMNSRS_relatedness	C0878544	C0039070	0.808273	0.561244	0.824840	0.333333	0.126684	0.993506	0.831074	0.701896	0.540708	0.985507	C0018787		C0018787	C0018787=C0878544->*C0018787*<-C0039070
umls	UMNSRS_relatedness	C0003129	C0036572	0.758068	0.338856	0.468559	0.250000	0.044456	0.990260	0.473292	0.305959	0.180609	0.969697	C1457887		C1457887	C1457887=C0003129->*C1457887*<-C0036572<-C0235031
umls	UMNSRS_relatedness	C0036494	C0001962	0.719126	0.375017	0.513440	0.200000	0.052709	0.987013	0.559596	0.345388	0.208743	0.960000	C0012634		C0012634	C0012634=C0036494->C0017178->*C0012634*<-C0001962<-C0740858
umls	UMNSRS_relatedness	C0242339	C0060277	0.687307	0.304842	0.371180	0.166667	0.037877	0.983766	0.377541	0.227883	0.128594	0.925373	C0201682|C1955209		C0201682	C1955209=C0242339->C0154251->C0023779->*C1955209*<-C0060277<-C0302583|C0201682=C0242339->C0154251->C0023779->*C0201682*<-C0060277<-C0302583
umls	UMNSRS_relatedness	C0039730	C0040822	0.719126	0.221036	0.061364	0.200000	0.025526	0.987013	0.064514	0.031653	0.016081	0.500000	C0000000|C1456590		C1456590	C1456590=C0039730->C2362499->*C1456590*<-C0040822<-C1457887|C0000000=C0039730->C0477306->*C0000000*<-C0040822<-C0549469
umls	UMNSRS_relatedness	C0009951	C0085208	0.687307	0.222530	0.061781	0.166667	0.025706	0.983766	0.071244	0.031875	0.016196	0.444444	C1368719|C0000000|C2720507|C1456590		C1456590	C1368719=C0009951->C0037088->*C1368719*<-C0085208<-C0003289<-C0013227|C1456590=C0009951->C1457887->*C1456590*<-C0085208<-C0003289<-C1456593|C0000000=C0009951->C0236101->*C0000000*<-C0085208<-C0003289<-C1579327|C2720507=C0009951->C0037088->*C2720507*<-C0085208<-C0003289<-C0013227
umls	UMNSRS_relatedness	C0002962	C0028351	0.687307	0.223270	0.000000	0.166667	0.000000	0.983766	0.000000	0.000000	0.000000	0.285714	C0000000		C0000000	C0000000=C0002962->C0497231->C1140145->*C0000000*<-C0028351<-C0806033
umls	UMNSRS_relatedness	C0010592	C0032950	0.758068	0.513223	0.776955	0.250000	0.101046	0.990260	0.781994	0.635262	0.465483	0.978417	C0003209|C0021081		C0021081	C0003209=C0010592->C0003191->*C0003209*<-C0032950|C0021081=C0010592->*C0021081*<-C0032950<-C0001617
umls	UMNSRS_relatedness	C0037763	C0036396	0.808273	0.339719	0.469618	0.333333	0.044637	0.993506	0.475528	0.306863	0.181239	0.979592	C1457887		C1457887	C1457887=C0037763->*C1457887*<-C0036396
umls	UMNSRS_relatedness	C0003128	C0152149	0.808273	0.578754	0.846378	0.333333	0.137573	0.993506	0.846383	0.733670	0.579367	0.933333	C1291681		C1291681	C1291681=C0003128->*C1291681*<-C0152149
umls	UMNSRS_relatedness	C0022116	C0995182	0.616547	0.247903	0.126426	0.111111	0.028969	0.974026	0.178600	0.067479	0.034917	0.555556	C1140093|C1140168|C1140162|C1371271		C1140168	C1140162=C0022116->C0030660->C0679215->*C1140162*<-C0995182<-C0304554<-C0682475<-C0032098<-C0029235|C1140093=C0022116->C0728936->C0012634->*C1140093*<-C0995182<-C0304554<-C0682475<-C0032098<-C0029235|C1371271=C0022116->C0007222->C1373233->*C1371271*<-C0995182<-C0304554<-C2267085<-C2267084<-C0013227|C1140168=C0022116->C0030660->C0277784->*C1140168*<-C0995182<-C0304554<-C0682475<-C0032098<-C0029235
umls	UMNSRS_relatedness	C0006277	C0298130	0.660406	0.339435	0.471813	0.142857	0.044577	0.980519	0.474794	0.308740	0.182550	0.941176	C0030660|C0549512		C0549512	C0030660=C0006277->C0021368->*C0030660*<-C0298130<-C0595726<-C1320237<-C0020517|C0549512=C0006277->C0021311->*C0549512*<-C0298130<-C0595726<-C1320237<-C0020517
umls	UMNSRS_relatedness	C0286651	C0024027	0.808273	0.925067	0.989585	0.333333	0.702681	0.993506	0.989632	0.979384	0.959601	0.986667	C0003277|C0360714		C0360714	C0003277=C0286651->*C0003277*<-C0024027|C0360714=C0286651->*C0360714*<-C0024027
umls	UMNSRS_relatedness	C0032285	C1883552	0.719126	0.327992	0.414235	0.200000	0.042239	0.987013	0.444359	0.261221	0.150232	0.942857	C0950133		C0950133	C0950133=C0032285->C0521346->*C0950133*<-C1883552<-C3149620
umls	UMNSRS_relatedness	C0037763	C0016860	0.687307	0.210284	0.000000	0.166667	0.000000	0.983766	0.000000	0.000000	0.000000	0.285714	C0000000		C0000000	C0000000=C0037763->C0549469->*C0000000*<-C0016860<-C0038702<-C0599503
umls	UMNSRS_relatedness	C0040485	C0014806	0.687307	0.340701	0.471012	0.166667	0.044844	0.983766	0.478062	0.308054	0.182071	0.950495	C0012634|C0000000		C0012634	C0012634=C0040485->C0026857->*C0012634*<-C0014806<-C0003232<-C0021311|C0000000=C0040485->C0949445->*C0000000*<-C0014806<-C0279516<-C1579327
umls	UMNSRS_relatedness	C0011603	C0020517	0.758068	0.504842	0.669761	0.250000	0.097136	0.990260	0.772233	0.503490	0.336443	0.969072	C0030660		C0030660	C0030660=C0011603->C0021368->*C0030660*<-C0020517
umls	UMNSRS_relatedness	C0947651	C0022614	0.687307	0.342473	0.481367	0.166667	0.045220	0.983766	0.482600	0.316974	0.188335	0.923077	C2267084		C2267084	C2267084=C0947651->C1569158->C2267101->*C2267084*<-C0022614<-C0071889
umls	UMNSRS_relatedness	C0003850	C0022116	0.808273	0.521052	0.762198	0.333333	0.104841	0.993506	0.790771	0.615767	0.444844	0.982759	C0042373|C0728936|C1971641|C1971640|C0007222		C0042373	C0728936=C0003850->*C0728936*<-C0022116|C1971640=C0003850->*C1971640*<-C0022116|C1971641=C0003850->*C1971641*<-C0022116|C0007222=C0003850->*C0007222*<-C0022116|C0042373=C0003850->*C0042373*<-C0022116
umls	UMNSRS_relatedness	C0018995	C0032617	0.758068	0.532011	0.802442	0.250000	0.110393	0.990260	0.802527	0.670066	0.503834	0.978723	C0028715|C0025517|C1456603|C2362507		C0025517	C1456603=C0018995->*C1456603*<-C0032617<-C0025517|C0028715=C0018995->*C0028715*<-C0032617<-C0025517|C0025517=C0018995->C0012715->*C0025517*<-C0032617|C2362507=C0018995->*C2362507*<-C0032617<-C0025517
umls	UMNSRS_relatedness	C0025587	C0040460	0.808273	0.591115	0.856444	0.333333	0.145818	0.993506	0.856455	0.748930	0.598632	0.983871	C0030193		C0030193	C0030193=C0025587->*C0030193*<-C0040460
umls	UMNSRS_relatedness	C0011175	C0038187	0.758068	0.515387	0.784328	0.250000	0.102081	0.990260	0.784453	0.645181	0.476212	0.978417	C0521362|C0028715|C0017187		C0028715	C0017187=C0011175->*C0017187*<-C0038187<-C0162429|C0028715=C0011175->*C0028715*<-C0038187<-C0028709|C0521362=C0011175->*C0521362*<-C0038187<-C0162429
umls	UMNSRS_relatedness	C0009319	C0014544	0.719126	0.341067	0.472170	0.200000	0.044921	0.987013	0.479001	0.309046	0.182764	0.960784	C0679384|C0000000|C0012634|C1140097|C1333305		C1333305	C1333305=C0009319->C0017178->*C1333305*<-C0014544<-C0027765|C0679384=C0009319->C0017178->*C0679384*<-C0014544<-C0027765|C0012634=C0009319->C0017178->*C0012634*<-C0014544<-C0027765|C1140097=C0009319->C0017178->*C1140097*<-C0014544<-C0027765|C0000000=C0009319->C0549617->*C0000000*<-C0014544<-C0154721
umls	UMNSRS_relatedness	C0011847	C0085602	0.719126	0.358911	0.491961	0.200000	0.048859	0.987013	0.522964	0.326225	0.194904	0.959184	C1373233|C0030660|C0037088|C1140097|C0012674		C0030660	C0030660=C0011847->C1535127->C0012634->*C0030660*<-C0085602|C0037088=C0011847->C1535127->C0012634->*C0037088*<-C0085602|C0012674=C0011847->C0014130->*C0012674*<-C0085602<-C0028715|C1140097=C0011847->C0014130->*C1140097*<-C0085602<-C0030660|C1373233=C0011847->C0014130->*C1373233*<-C0085602<-C0028715
umls	UMNSRS_relatedness	C0162275	C0038187	0.758068	0.515746	0.784646	0.250000	0.102254	0.990260	0.784858	0.645612	0.476681	0.978417	C0028715		C0028715	C0028715=C0162275->*C0028715*<-C0038187<-C0028709
umls	UMNSRS_relatedness	C0054836	C0717550	0.808273	0.440370	0.682424	0.333333	0.071702	0.993506	0.682747	0.517939	0.349472	0.970588	C2267087|C0003364		C0003364	C0003364=C0054836->*C0003364*<-C0717550|C2267087=C0054836->*C2267087*<-C0717550
umls	UMNSRS_relatedness	C0301532	C0039840	0.758068	0.470233	0.720008	0.250000	0.082528	0.990260	0.727579	0.562509	0.391313	0.962025	C0042890		C0042890	C0042890=C0301532->*C0042890*<-C0039840<-C0042849
umls	UMNSRS_relatedness	C0020676	C1883552	0.719126	0.312086	0.395425	0.200000	0.039191	0.987013	0.399237	0.246436	0.140534	0.942857	C0950133		C0950133	C0950133=C0020676->C1857702->*C0950133*<-C1883552<-C3149620
umls	UMNSRS_relatedness	C0039730	C0019045	0.879034	0.931262	0.990519	0.500000	0.723481	0.996753	0.990634	0.981217	0.963126	0.994652	C0019045		C0019045	C0019045=C0039730->*C0019045
umls	UMNSRS_relatedness	C0026946	C0025289	0.808273	0.468175	0.714156	0.333333	0.081732	0.993506	0.724688	0.555399	0.384465	0.983871	C0021311		C0021311	C0021311=C0026946->*C0021311*<-C0025289
umls	UMNSRS_relatedness	C0030232	C0060277	0.660406	0.302062	0.368011	0.142857	0.037384	0.980519	0.369018	0.225499	0.127077	0.911765	C0201682|C1456590		C0201682	C0201682=C0030232->C0155765->C0007222->C0007226->*C0201682*<-C0060277<-C0302583|C1456590=C0030232->C1123023->C1456601->*C1456590*<-C0060277<-C0242295<-C2362501
umls	UMNSRS_relatedness	C0332566	C0332573	0.758068	0.267708	0.250066	0.250000	0.031800	0.990260	0.253920	0.142900	0.076948	0.869565	C0332447		C0332447	C0332447=C0332566->C0332563->*C0332447*<-C0332573
umls	UMNSRS_relatedness	C0018834	C0020740	0.719126	0.250006	0.178483	0.200000	0.029257	0.987013	0.186935	0.097986	0.051517	0.600000	C0497525		C0497525	C0497525=C0018834->*C0497525*<-C0020740<-C1320237<-C0020517
umls	UMNSRS_relatedness	C0995182	C0020264	0.687307	0.364188	0.508199	0.166667	0.050088	0.983766	0.535273	0.340661	0.205299	0.923077	C2267084		C2267084	C2267084=C0995182->C0304554->C2267085->*C2267084*<-C0020264<-C2741642
umls	UMNSRS_relatedness	C0009214	C0011816	0.808273	0.591517	0.841165	0.333333	0.146095	0.993506	0.856773	0.725871	0.569700	0.986486	C1320237|C0003449		C0003449	C0003449=C0009214->*C0003449*<-C0011816|C1320237=C0009214->*C1320237*<-C0011816
umls	UMNSRS_relatedness	C0001047	C0001443	0.808273	0.407151	0.608800	0.333333	0.061319	0.993506	0.624880	0.437607	0.280088	0.968750	C2267085		C2267085	C2267085=C0001047->*C2267085*<-C0001443
umls	UMNSRS_relatedness	C0086073	C0032950	0.719126	0.448297	0.688234	0.200000	0.074429	0.987013	0.695269	0.524662	0.355622	0.939394	C3160088|C0013227|C0973585|C2267084|C1258064		C0973585	C2267084=C0086073->C2267087->*C2267084*<-C0032950<-C2267098|C0973585=C0086073->C1579326->*C0973585*<-C0032950<-C1579384|C1258064=C0086073->C0282555->*C1258064*<-C0032950<-C0003209|C3160088=C0086073->C1268905->*C3160088*<-C0032950<-C0001617|C0013227=C0086073->C0282555->*C0013227*<-C0032950<-C0003209
umls	UMNSRS_relatedness	C0007559	C0007561	0.808273	0.862841	0.977679	0.333333	0.524209	0.993506	0.977759	0.956332	0.916318	0.987500	C2266959|C2267087|C0304320|C0279516|C0003232		C0304320	C0304320=C0007559->*C0304320*<-C0007561|C0279516=C0007559->*C0279516*<-C0007561|C2266959=C0007559->*C2266959*<-C0007561|C0003232=C0007559->*C0003232*<-C0007561|C2267087=C0007559->*C2267087*<-C0007561
umls	UMNSRS_relatedness	C0030193	C0026549	0.719126	0.397656	0.543915	0.200000	0.058638	0.987013	0.606606	0.373546	0.229669	0.960000	C0549512		C0549512	C0549512=C0030193->*C0549512*<-C0026549<-C1320237<-C0020517
umls	UMNSRS_relatedness	C0027358	C0015846	0.758068	0.511095	0.776742	0.250000	0.100039	0.990260	0.779552	0.634978	0.465178	0.963855	C0027409|C0027415|C0002772|C0002771|C0376196		C0376196	C0002771=C0027358->C0026549->*C0002771*<-C0015846|C0027409=C0027358->C0026549->*C0027409*<-C0015846|C0376196=C0027358->C0682985->*C0376196*<-C0015846|C0027415=C0027358->C0026549->*C0027415*<-C0015846|C0002772=C0027358->C0026549->*C0002772*<-C0015846
umls	UMNSRS_relatedness	C0001824	C0854467	0.758068	0.450619	0.698711	0.250000	0.075247	0.990260	0.698849	0.536937	0.366995	0.983607	C0427694|C0018939|C0741594|C0151773|C0750394		C0018939	C0741594=C0001824->C0151773->*C0741594*<-C0854467|C0427694=C0001824->C0151773->*C0427694*<-C0854467|C0018939=C0001824->C0010828->*C0018939*<-C0854467|C0151773=C0001824->*C0151773*<-C0854467<-C0018939|C0750394=C0001824->*C0750394*<-C0854467<-C0018939
umls	UMNSRS_relatedness	C0013428	C0019079	0.808273	0.247602	0.176780	0.333333	0.028928	0.993506	0.177399	0.096960	0.050950	0.750000	C0497525		C0497525	C0497525=C0013428->*C0497525*<-C0019079
umls	UMNSRS_relatedness	C0042384	C0018991	0.719126	0.343427	0.474362	0.200000	0.045423	0.987013	0.485031	0.310927	0.184082	0.960000	C0012634		C0012634	C0012634=C0042384->C0728936->*C0012634*<-C0018991<-C0007682
umls	UMNSRS_relatedness	C0917801	C0086140	0.687307	0.219406	0.054462	0.166667	0.025331	0.983766	0.057120	0.027994	0.014195	0.444444	C1368719|C2720507		C1368719	C1368719=C0917801->C0851578->C0037088->*C1368719*<-C0086140<-C0013227|C2720507=C0917801->C0851578->C0037088->*C2720507*<-C0086140<-C0013227
umls	UMNSRS_relatedness	C0009262	C0033209	0.808273	0.683804	0.915582	0.333333	0.225614	0.993506	0.915891	0.844307	0.730563	0.974359	C0018100		C0018100	C0018100=C0009262->*C0018100*<-C0033209
umls	UMNSRS_relatedness	C1623038	C0002871	0.687307	0.344685	0.474405	0.166667	0.045693	0.983766	0.488217	0.310964	0.184107	0.949495	C1140097|C0030660|C0037088		C0030660	C0030660=C1623038->C0016059->*C0030660*<-C0002871<-C0018939<-C0012634|C0037088=C1623038->C0016059->*C0037088*<-C0002871<-C0018939<-C0012634|C1140097=C1623038->C0016059->C0030660->*C1140097*<-C0002871<-C0018939
umls	UMNSRS_relatedness	C0038187	C0152149	0.719126	0.488560	0.752098	0.200000	0.089967	0.987013	0.752129	0.602690	0.431322	0.966667	C0521362|C0017187		C0017187	C0017187=C0038187->C0162429->*C0017187*<-C0152149<-C0000737|C0521362=C0038187->C0162429->*C0521362*<-C0152149<-C0000737
umls	UMNSRS_relatedness	C0008947	C0026196	0.808273	0.402817	0.614788	0.333333	0.060081	0.993506	0.616641	0.443823	0.285201	0.986486	C1320237		C1320237	C1320237=C0008947->*C1320237*<-C0026196
umls	UMNSRS_relatedness	C0019158	C0000970	0.687307	0.360444	0.497731	0.166667	0.049213	0.983766	0.526572	0.331319	0.198552	0.950495	C0030660|C0549512|C0020962		C0549512	C0030660=C0019158->C0021368->*C0030660*<-C0000970<-C1320237<-C0020517|C0020962=C0019158->C0042769->*C0020962*<-C0000970<-C1320237<-C0020517|C0549512=C0019158->C0042769->*C0549512*<-C0000970<-C1320237<-C0020517
umls	UMNSRS_relatedness	C0019270	C0013456	0.758068	0.345100	0.478780	0.250000	0.045783	0.990260	0.489262	0.314734	0.186756	0.969697	C0012634|C0549512		C0549512	C0012634=C0019270->*C0012634*<-C0013456<-C0013447|C0549512=C0019270->*C0549512*<-C0013456<-C0030193
umls	UMNSRS_relatedness	C0003862	C0717550	0.687307	0.220778	0.061292	0.166667	0.025495	0.983766	0.063350	0.031615	0.016061	0.444444	C1456590		C1456590	C1456590=C0003862->C1457887->*C1456590*<-C0717550<-C0003364<-C2362499
umls	UMNSRS_relatedness	C0018021	C0011644	0.719126	0.342202	0.473565	0.200000	0.045162	0.987013	0.481908	0.310242	0.183602	0.960784	C0700276|C0497531|C1333305|C0950133|C0679384|C1140145|C0012634|C1140097|C0444584		C1333305	C1333305=C0018021->C0014130->*C1333305*<-C0011644<-C0037274|C0679384=C0018021->C0014130->*C0679384*<-C0011644<-C0037274|C0497531=C0018021->*C0497531*<-C0011644<-C0037274<-C0178301|C1140145=C0018021->C0497531->*C1140145*<-C0011644<-C1123023|C0012634=C0018021->C0014130->*C0012634*<-C0011644<-C0037274|C0700276=C0018021->C0027530->*C0700276*<-C0011644<-C0020962|C1140097=C0018021->C0014130->*C1140097*<-C0011644<-C0037274|C0444584=C0018021->C0027530->*C0444584*<-C0011644<-C0549513|C0950133=C0018021->C1857702->*C0950133*<-C0011644<-C1456601
umls	UMNSRS_relatedness	C0004134	C0001962	0.719126	0.378025	0.517176	0.200000	0.053461	0.987013	0.566135	0.348778	0.211224	0.960000	C0012634|C1456590		C0012634	C0012634=C0004134->C0027765->*C0012634*<-C0001962<-C0740858|C1456590=C0004134->C1457887->*C1456590*<-C0001962<-C2362501
umls	UMNSRS_relatedness	C0043528	C0004576	0.879034	0.957453	0.994529	0.500000	0.818443	0.996753	0.994564	0.989118	0.978471	0.993548	C0043528		C0043528	C0043528=C0043528*<-C0004576
umls	UMNSRS_relatedness	C0043167	C0023343	0.808273	0.590602	0.855806	0.333333	0.145466	0.993506	0.856048	0.747955	0.597386	0.987342	C2939130		C2939130	C2939130=C0043167->*C2939130*<-C0023343
umls	UMNSRS_relatedness	C0035508	C0034642	0.808273	0.974365	0.996851	0.333333	0.886289	0.993506	0.996856	0.993722	0.987523	0.983051	C0035234|C0425542|C0231856|C0035204		C0425542	C0035234=C0035508->*C0035234*<-C0034642|C0231856=C0035508->*C0231856*<-C0034642|C0425542=C0035508->*C0425542*<-C0034642|C0035204=C0035508->*C0035204*<-C0034642
umls	UMNSRS_relatedness	C0002962	C0014563	0.687307	0.237786	0.066200	0.166667	0.027621	0.983766	0.137325	0.034233	0.017415	0.444444	C0000000|C1456590		C1456590	C1456590=C0002962->C1456594->*C1456590*<-C0014563<-C0019932<-C0014136|C0000000=C0002962->C0497231->C1140145->*C0000000*<-C0014563<-C0806033
